States,2019,2019_lower, 2019_upper
Kaskazini A,4600 ,4300 , 5100
Kaskazini B,2300 ,2000 , 2600
Kasulu DC,1200 ,<1000 , 1900
Kasulu TC,2100 ,1400 , 3100
Kati,<500 ,<500 , <1000
Kibaha DC,2000 ,1600 , 2600
Kibaha TC,3600 ,3200 , 4100
Kibiti DC,<1000 ,<500 , 1200
Kibondo DC,<1000 ,<200 , 2200
Kigamboni MC,1800 ,1300 , 2900
Kigoma DC,<1000 ,<500 , 1500
Kigoma Ujiji MC,2700 ,1800 , 4000
Kilindi DC,5000 ,3800 , 6700
Kilolo DC,1300 ,1100 , 1600
Kilombero DC,8900 ,5800 , 13 000
Kilosa DC,3000 ,1600 , 5200
Kilwa DC,1300 ,<1000 , 2500
Kinondoni MC,10 000 ,7200 , 14 000
Kisarawe DC,3300 ,2300 , 4500
Kishapu DC,2100 ,1100 , 3600
Kiteto DC,1800 ,<1000 , 3800
Kondoa DC,2400 ,1400 , 3800
Kondoa TC,4300 ,3600 , 5100
Kongwa DC,5900 ,3800 , 8500
Korogwe DC,3700 ,2800 , 4900
Korogwe TC,3600 ,1900 , 5700
Kusini,5300 ,5100 , 5400
Kwimba DC,17 000 ,12 000 , 25 000
Kyela DC,5000 ,3600 , 7000
Kyerwa DC,14 000 ,12 000 , 16 000
Lindi DC,3000 ,1700 , 4800
Lindi MC,1100 ,<1000 , 1800
Liwale DC,2600 ,1100 , 4800
Longido DC,3400 ,2700 , 4200
Ludewa DC,2400 ,<1000 , 4800
Lushoto DC,4500 ,1100 , 11 000
Madaba DC,<1000 ,<500 , 1400
Mafia DC,<500 ,<500 , <1000
Mafinga TC,1500 ,<1000 , 2800
Magharibi A,3100 ,2900 , 3300
Magharibi B,2200 ,1900 , 2700
Magu DC,3800 ,1700 , 7200
Makambako TC,8100 ,7700 , 8700
Makete DC,<1000 ,<500 , 1700
Malinyi DC,5600 ,5000 , 6200
Manyoni DC,3600 ,1800 , 6600
Masasi DC,2000 ,1600 , 2700
Masasi TC,4000 ,2200 , 6700
Maswa DC,3800 ,1700 , 7300
Mbarali DC,5500 ,2800 , 10 000
Mbeya CC,7400 ,4600 , 11 000
Mbeya DC,2100 ,<1000 , 4000
Mbinga DC,3300 ,2400 , 4400
Mbinga TC,3000 ,2400 , 4100
Mbogwe DC,11 000 ,11 000 , 12 000
Mbozi DC,4700 ,3600 , 5800
Mbulu DC,1100 ,<1000 , 2000
Mbulu TC,1600 ,<500 , 4300
Meatu DC,2900 ,1300 , 5300
Meru DC,17 000 ,15 000 , 20 000
Micheweni,2700 ,2300 , 3100
Missenyi DC,1600 ,<1000 , 2900
Misungwi DC,2400 ,1100 , 4600
Mjini,3100 ,1800 , 4600
Mkalama DC,<1000 ,<500 , 2500
Mkinga DC,1700 ,<1000 , 3100
Mkoani,<1000 ,<1000 , 1100
Mkuranga DC,<1000 ,<500 , 1500
Mlele DC,2600 ,2300 , 3000
Momba DC,6800 ,6200 , 7500
Monduli DC,1700 ,<1000 , 2900
Morogoro DC,4600 ,1700 , 9600
Morogoro MC,3200 ,<1000 , 8300
Moshi DC,6800 ,5400 , 8500
Moshi MC,2500 ,<1000 , 6500
Mpanda DC,1800 ,1500 , 2000
Mpanda TC,3800 ,3600 , 4000
Mpimbwe DC,<1000 ,<500 , 1200
Mpwapwa DC,3600 ,2200 , 6100
Msalala DC,5600 ,4800 , 6800
Mtwara DC,4900 ,3900 , 6100
Mtwara Mikindani MC,3700 ,2600 , 5000
Mufindi DC,4400 ,3100 , 6000
Muheza DC,1900 ,1000 , 3300
Muleba DC,3800 ,2000 , 6600
Musoma DC,<500 ,<200 , <500
Musoma MC,2800 ,1700 , 4100
Mvomero DC,2400 ,1100 , 4800
Mwanga DC,5300 ,4100 , 6600
Nachingwea DC,1300 ,<500 , 3300
Namtumbo DC,4500 ,4000 , 5100
Nanyamba TC,5800 ,4900 , 6600
Nanyumbu DC,2800 ,2000 , 4400
Newala DC,3600 ,2800 , 4800
Newala TC,2300 ,<1000 , 4700
Ngara DC,1200 ,<500 , 3000
Ngorongoro DC,3400 ,2000 , 6400
Njombe DC,1200 ,<1000 , 2800
Njombe TC,1700 ,<1000 , 3100
Nkasi DC,3300 ,2400 , 4600
Nsimbo DC,<500 ,<500 , <1000
Nyamagana MC,3000 ,1200 , 6200
Nyang'hwale DC,2900 ,2200 , 3800
Nyasa DC,3100 ,2500 , 3800
Nzega DC,4200 ,2900 , 5900
Nzega TC,2500 ,1400 , 3900
Pangani DC,5500 ,4500 , 6400
Rombo DC,2100 ,1800 , 2600
Rorya DC,2400 ,<1000 , 4800
Ruangwa DC,2800 ,1400 , 5200
Rufiji DC,5000 ,3500 , 8000
Rungwe DC,6200 ,3800 , 9500
Same DC,3000 ,1500 , 5100
Sengerema DC,1600 ,<1000 , 3200
Serengeti DC,2300 ,1900 , 2900
Shinyanga DC,<500 ,<500 , <500
Shinyanga MC,2900 ,2100 , 3900
Siha DC,3300 ,1100 , 7200
Sikonge DC,1500 ,1100 , 2400
Simanjiro DC,2900 ,2400 , 3600
Singida DC,2400 ,1400 , 3700
Singida MC,4500 ,3600 , 5900
Songea DC,5100 ,4500 , 5600
Songea MC,5200 ,4200 , 6400
Songwe DC,2300 ,1600 , 3800
Sumbawanga DC,3100 ,2500 , 3900
Sumbawanga MC,1700 ,<1000 , 3300
Tabora MC,3700 ,2900 , 5200
Tandahimba DC,3500 ,2300 , 5700
Tanga CC,5000 ,3200 , 7400
Tarime DC,<1000 ,<200 , 1500
Tarime TC,1000 ,<1000 , 1700
Temeke MC,8400 ,4200 , 17 000
Tunduma TC,1100 ,<500 , 2700
Tunduru DC,2900 ,2100 , 4300
Ubungo MC,7400 ,3500 , 15 000
Ukerewe DC,2600 ,<1000 , 5800
Ulanga DC,3700 ,2300 , 5800
Urambo DC,1400 ,<1000 , 3100
Ushetu DC,4100 ,2700 , 5900
Uvinza DC,1700 ,<1000 , 3600
Uyui DC,1900 ,<1000 , 3300
Wanging'ombe DC,5100 ,4200 , 6200
Wete,1500 ,1200 , 1800
National,680 000 ,600 000,740 000
