States,2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper, 2019,2019_lower, 2019_upper
Central,33 ,29 , 38,41 ,36 , 48,46 ,40 , 53,50 ,43 , 57,50 ,44 , 58,53 ,46 , 62,71 ,62 , 84,64 ,56 , 76,69 ,60 , 82,75 ,65 , 90
Coast,25 ,22 , 29,32 ,28 , 36,35 ,31 , 40,38 ,34 , 44,51 ,44 , 58,58 ,50 , 67,54 ,47 , 62,67 ,59 , 78,66 ,58 , 77,71 ,62 , 83
Eastern,26 ,23 , 30,33 ,29 , 38,37 ,32 , 42,40 ,35 , 45,51 ,46 , 59,58 ,52 , 67,61 ,54 , 71,69 ,61 , 80,68 ,59 , 79,71 ,62 , 83
Nairobi,44 ,38 , 49,54 ,46 , 61,60 ,51 , 68,64 ,55 , 73,72 ,62 , 82,77 ,66 , 89,92 ,79 , 100,90 ,77 , 100,84 ,72 , 98,82 ,70 , 96
North Eastern,9 ,7 , 13,12 ,9 , 17,14 ,10 , 21,17 ,12 , 24,21 ,15 , 32,17 ,12 , 26,36 ,24 , 54,38 ,25 , 57,39 ,26 , 60,44 ,30 , 69
Nyanza,34 ,31 , 37,41 ,38 , 46,45 ,41 , 51,48 ,44 , 54,55 ,51 , 62,66 ,60 , 74,72 ,66 , 82,83 ,75 , 95,77 ,70 , 89,80 ,71 , 93
Rift Valley,21 ,18 , 24,26 ,23 , 30,29 ,26 , 33,32 ,28 , 36,37 ,33 , 41,48 ,42 , 54,56 ,50 , 63,59 ,53 , 66,55 ,49 , 62,56 ,49 , 64
Western,35 ,30 , 38,43 ,38 , 48,48 ,42 , 54,51 ,45 , 58,51 ,45 , 58,68 ,60 , 78,77 ,68 , 88,81 ,71 , 94,79 ,69 , 91,84 ,73 , 97
National,31 ,27,36,38 ,33,44,42 ,37,49,45 ,40,53,52 ,45,60,61 ,54,71,69 ,60,80,75 ,66,87,71 ,63,83,74 ,65,86
