States,2019,2019_lower, 2019_upper
Mafia DC,<500 ,<200 , <500
Mafinga TC,<1000 ,<500 , 1200
Magharibi A,<200 ,<200 , <500
Magharibi B,<500 ,<500 , <1000
Magu DC,1100 ,<500 , 2200
Makambako TC,3100 ,2600 , 3700
Makete DC,<500 ,<100 , <500
Malinyi DC,1300 ,1100 , 1600
Manyoni DC,1000 ,<500 , 2800
Masasi DC,<500 ,<500 , <1000
Masasi TC,1200 ,<500 , 2600
Maswa DC,2000 ,1000 , 3600
Mbarali DC,1100 ,<500 , 2900
Mbeya CC,3500 ,2300 , 5000
Mbeya DC,1100 ,<1000 , 1900
Mbinga DC,<1000 ,<500 , 1200
Mbinga TC,<1000 ,<500 , 1400
Mbogwe DC,2700 ,2100 , 3400
Mbozi DC,<1000 ,<1000 , 1300
Mbulu DC,<200 ,<100 , <1000
Mbulu TC,<500 ,<100 , <1000
Meatu DC,<1000 ,<500 , 1600
Meru DC,1800 ,<1000 , 4100
Micheweni,<1000 ,<500 , <1000
Missenyi DC,<500 ,<200 , <1000
Misungwi DC,<500 ,<200 , <1000
Mjini,<1000 ,<1000 , 1400
Mkalama DC,<500 ,<100 , <1000
Mkinga DC,<500 ,<500 , <1000
Mkoani,<200 ,<100 , <500
Mkuranga DC,<500 ,<200 , <500
Mlele DC,<1000 ,<500 , <1000
Momba DC,1300 ,<1000 , 1800
Monduli DC,<500 ,<200 , <1000
Morogoro DC,<1000 ,<500 , 2200
Morogoro MC,<1000 ,<500 , 2200
Moshi DC,1300 ,<1000 , 1900
Moshi MC,1600 ,1100 , 2700
Mpanda DC,1500 ,1200 , 1700
Mpanda TC,<1000 ,<1000 , <1000
Mpimbwe DC,<500 ,<200 , <500
Mpwapwa DC,<1000 ,<500 , 2300
Msalala DC,1400 ,<1000 , 2300
Mtwara DC,<500 ,<500 , <1000
Mtwara Mikindani MC,1600 ,1100 , 2200
Mufindi DC,1400 ,<1000 , 2000
Muheza DC,<200 ,<100 , <200
Muleba DC,<1000 ,<500 , 1900
Musoma DC,<100 ,<100 , <200
Musoma MC,<1000 ,<1000 , 1500
Mvomero DC,<1000 ,<500 , 1600
Mwanga DC,<500 ,<500 , <500
Nachingwea DC,<500 ,<100 , <1000
Namtumbo DC,<500 ,<200 , <500
Nanyamba TC,1400 ,1200 , 1700
Nanyumbu DC,<500 ,<200 , 1200
Newala DC,<500 ,<200 , 1000
Newala TC,<500 ,<200 , 1100
Ngara DC,<500 ,<100 , <1000
Ngorongoro DC,1200 ,<1000 , 1900
Njombe DC,<1000 ,<500 , 1100
Njombe TC,<1000 ,<500 , 1100
Nkasi DC,1200 ,<1000 , 1800
Nsimbo DC,<200 ,<200 , <500
Nyamagana MC,1400 ,<1000 , 2300
Nyang'hwale DC,<1000 ,<1000 , 1300
Nyasa DC,<1000 ,<500 , <1000
Nzega DC,<1000 ,<1000 , 1600
Nzega TC,<1000 ,<500 , 1400
Pangani DC,<1000 ,<1000 , <1000
Rombo DC,<1000 ,<500 , <1000
Rorya DC,<1000 ,<500 , 1600
Ruangwa DC,<1000 ,<500 , 1100
Rufiji DC,1500 ,<500 , 3600
Rungwe DC,2300 ,1300 , 3700
Same DC,<1000 ,<500 , 1400
Sengerema DC,<500 ,<200 , <1000
Serengeti DC,<500 ,<500 , <1000
Shinyanga DC,<500 ,<500 , <1000
Shinyanga MC,<1000 ,<1000 , 1400
Siha DC,1100 ,<500 , 2100
Sikonge DC,<500 ,<200 , 1000
Simanjiro DC,<1000 ,<500 , <1000
Singida DC,<1000 ,<500 , 1200
Singida MC,1500 ,<1000 , 2200
Songea DC,<1000 ,<500 , <1000
Songea MC,1800 ,1300 , 2300
Songwe DC,<1000 ,<500 , 1400
Sumbawanga DC,<1000 ,<1000 , 1100
Sumbawanga MC,<1000 ,<500 , 1500
Tabora MC,<1000 ,<500 , 1800
Tandahimba DC,<1000 ,<200 , 1600
Tanga CC,1800 ,1100 , 2700
Tarime DC,<200 ,<100 , <500
Tarime TC,<100 ,<100 , <200
Temeke MC,1800 ,<1000 , 3700
Tunduma TC,<500 ,<200 , <1000
Tunduru DC,<1000 ,<500 , 1300
Ubungo MC,1600 ,<1000 , 2600
Ukerewe DC,<1000 ,<200 , 1400
Ulanga DC,<1000 ,<500 , 1600
Urambo DC,<1000 ,<1000 , 1500
Ushetu DC,2000 ,1500 , 2700
Uvinza DC,<1000 ,<500 , 1400
Uyui DC,<1000 ,<500 , 1200
Wanging'ombe DC,1600 ,1200 , 2200
Wete,<500 ,<200 , <500
National,120 000 ,55 000,180 000
