States,2019,2019_lower, 2019_upper
Arusha CC,1300 ,<1000 , 1900
Arusha DC,<1000 ,<500 , 1300
Babati DC,<500 ,<200 , 1100
Babati TC,<500 ,<200 , <1000
Bagamoyo DC,2200 ,1800 , 2700
Bahi DC,<500 ,<200 , <1000
Bariadi DC,<500 ,<200 , <1000
Bariadi TC,<500 ,<100 , <1000
Biharamulo DC,<1000 ,<200 , 1400
Buchosa DC,2200 ,1300 , 3600
Buhigwe DC,<1000 ,<500 , 1800
Bukoba DC,<1000 ,<500 , 1700
Bukoba MC,1300 ,<500 , 3400
Bukombe DC,<1000 ,<200 , 2000
Bumbuli DC,<500 ,<200 , <1000
Bunda DC,<1000 ,<500 , 1600
Bunda TC,<500 ,<500 , <1000
Busega DC,1200 ,<1000 , 2200
Busokelo DC,<500 ,<200 , <500
Butiama DC,<1000 ,<1000 , 1500
Chake Chake,2700 ,2300 , 3000
Chalinze DC,<1000 ,<500 , 1000
Chamwino DC,<500 ,<200 , 1200
Chato DC,5900 ,5200 , 6800
Chemba DC,<1000 ,<500 , <1000
Chunya DC,<500 ,<100 , <1000
Dodoma MC,1300 ,<500 , 3100
Gairo DC,<1000 ,<500 , <1000
Geita DC,1100 ,<1000 , 2100
Geita TC,1200 ,<500 , 2700
Hai DC,<1000 ,<500 , 1000
Hanang DC,1200 ,<1000 , 1700
Handeni DC,<1000 ,<1000 , 1700
Handeni TC,<1000 ,<500 , 1600
Ifakara TC,<500 ,<100 , <1000
Igunga DC,<500 ,<200 , <1000
Ikungi DC,1000 ,<1000 , 1800
Ilala MC,2300 ,1100 , 5300
Ileje DC,<1000 ,<200 , 1300
Ilemela MC,<1000 ,<200 , 1400
Iramba DC,<1000 ,<500 , 1000
Iringa DC,1600 ,<1000 , 3300
Iringa MC,<1000 ,<1000 , 1300
Itigi DC,2800 ,1600 , 4200
Itilima DC,1300 ,1100 , 1700
Kahama TC,1300 ,<1000 , 1800
Kakonko DC,<500 ,<200 , <1000
Kalambo DC,<500 ,<200 , <1000
Kaliua DC,<1000 ,<500 , 1400
Karagwe DC,<1000 ,<500 , 1800
Karatu DC,<500 ,<200 , 1000
Kaskazini A,<500 ,<500 , <1000
Kaskazini B,<200 ,<100 , <200
Kasulu DC,<500 ,<500 , <1000
Kasulu TC,<1000 ,<500 , 1300
Kati,<100 ,<100 , <200
Kibaha DC,<500 ,<500 , <1000
Kibaha TC,<500 ,<500 , <1000
Kibiti DC,<500 ,<200 , <500
Kibondo DC,<500 ,<100 , <1000
Kigamboni MC,<1000 ,<1000 , 1100
Kigoma DC,<200 ,<100 , <1000
Kigoma Ujiji MC,<1000 ,<500 , 1100
Kilindi DC,1100 ,<1000 , 1900
Kilolo DC,1200 ,<1000 , 1400
Kilombero DC,3100 ,2300 , 4100
Kilosa DC,<1000 ,<1000 , 1400
Kilwa DC,<500 ,<500 , <1000
Kinondoni MC,2300 ,1700 , 3000
Kisarawe DC,<1000 ,<1000 , 1300
Kishapu DC,<1000 ,<500 , 1300
Kiteto DC,<500 ,<100 , <1000
Kondoa DC,<1000 ,<500 , 1100
Kondoa TC,1700 ,1300 , 2100
Kongwa DC,1400 ,<1000 , 2300
Korogwe DC,<1000 ,<1000 , 1300
Korogwe TC,1000 ,<500 , 2300
Kusini,<500 ,<500 , <500
Kwimba DC,8200 ,5200 , 12 000
Kyela DC,1400 ,<1000 , 2000
Kyerwa DC,2100 ,1200 , 3600
Lindi DC,<1000 ,<500 , <1000
Lindi MC,<500 ,<200 , <500
Liwale DC,<1000 ,<500 , 1600
Longido DC,<1000 ,<1000 , 1300
Ludewa DC,<1000 ,<500 , 1900
Lushoto DC,1100 ,<500 , 3500
Madaba DC,<200 ,<100 , <500
