States,2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper, 2019,2019_lower, 2019_upper
Abia,15 ,10 , 21,16 ,11 , 23,22 ,16 , 29,18 ,13 , 23,42 ,33 , 52,40 ,32 , 49,40 ,32 , 48,39 ,32 , 47,39 ,31 , 48,41 ,32 , 50
Adamawa,37 ,29 , 52,42 ,32 , 58,58 ,44 , 80,59 ,44 , 81,66 ,49 , 90,77 ,58 , 100,88 ,65 , 100,99 ,73 , 100,100 ,80 , 100,100 ,88 , 100
Akwa Ibom,22 ,18 , 28,25 ,20 , 31,34 ,27 , 41,16 ,13 , 19,20 ,16 , 24,30 ,25 , 35,41 ,34 , 48,31 ,26 , 36,31 ,26 , 36,50 ,42 , 58
Anambra,10 ,7 , 14,11 ,8 , 15,15 ,11 , 20,30 ,23 , 40,43 ,34 , 57,42 ,34 , 56,45 ,36 , 59,46 ,36 , 60,46 ,36 , 61,47 ,36 , 62
Bauchi,37 ,21 , 61,42 ,24 , 68,57 ,34 , 93,69 ,41 , 100,77 ,45 , 100,81 ,47 , 100,83 ,48 , 100,96 ,56 , 100,100 ,63 , 100,100 ,65 , 100
Bayelsa,11 ,8 , 15,12 ,9 , 16,16 ,12 , 21,18 ,14 , 23,20 ,15 , 25,26 ,20 , 33,27 ,21 , 34,32 ,25 , 40,34 ,27 , 42,35 ,27 , 44
Benue,100 ,91 , 100,100 ,100 , 100,100 ,100 , 100,100 ,100 , 100,100 ,100 , 100,100 ,98 , 100,100 ,96 , 100,100 ,94 , 100,100 ,92 , 100,100 ,100 , 100
Borno,24 ,14 , 45,27 ,16 , 50,37 ,22 , 66,74 ,44 , 100,39 ,23 , 69,31 ,18 , 56,37 ,21 , 67,41 ,24 , 75,41 ,23 , 74,41 ,23 , 73
Cross River,23 ,18 , 30,25 ,20 , 33,34 ,27 , 43,74 ,60 , 93,65 ,51 , 82,82 ,65 , 100,81 ,64 , 100,86 ,67 , 100,93 ,72 , 100,100 ,90 , 100
Delta,13 ,10 , 19,15 ,11 , 21,20 ,16 , 28,39 ,31 , 53,48 ,38 , 64,56 ,44 , 74,57 ,45 , 74,58 ,45 , 74,59 ,46 , 76,62 ,47 , 80
