States,2019,2019_lower, 2019_upper
Abim,1.11 ,0.79 , <0.01
Adjumani,1.28 ,0.81 , <0.01
Agago,2.56 ,1.73 , <0.01
Alebtong,2.62 ,1.94 , <0.01
Amolatar,2.78 ,2.12 , <0.01
Amudat,0.37 ,0.25 , <0.01
Amuria,1.52 ,1.12 , <0.01
Amuru,1.98 ,1.31 , <0.01
Apac,3.19 ,2.36 , <0.01
Arua,1.20 ,0.92 , <0.01
Budaka,1.09 ,0.74 , <0.01
Bududa,0.76 ,0.55 , <0.01
Bugiri,0.86 ,0.57 , <0.01
Bugweri,1.02 ,0.70 , <0.01
Buhweju,1.67 ,1.13 , <0.01
Buikwe,3.20 ,2.39 , <0.01
Bukedea,0.93 ,0.71 , <0.01
Bukomansimbi,2.55 ,1.89 , <0.01
Bukwo,0.78 ,0.51 , <0.01
Bulambuli,1.09 ,0.71 , <0.01
Buliisa,1.43 ,0.92 , <0.01
Bundibugyo,1.07 ,0.69 , <0.01
Bunyangabu,2.81 ,2.06 , <0.01
Bushenyi,2.48 ,1.76 , <0.01
Busia,2.24 ,1.65 , <0.01
Butaleja,0.79 ,0.50 , <0.01
Butambala,3.33 ,2.13 , <0.01
Butebo,0.69 ,0.42 , <0.01
Buvuma,2.48 ,1.77 , <0.01
Buyende,0.95 ,0.61 , <0.01
Dokolo,3.12 ,2.30 , <0.01
Gomba,2.47 ,1.79 , <0.01
Gulu,5.68 ,4.27 , <0.01
Hoima,3.02 ,2.32 , <0.01
Ibanda,2.59 ,1.71 , <0.01
Iganga,1.34 ,0.89 , <0.01
Isingiro,1.88 ,1.33 , <0.01
Jinja,2.17 ,1.61 , <0.01
Kaabong,0.63 ,0.42 , <0.01
Kabale,2.28 ,1.83 , <0.01
Kabarole,5.27 ,4.09 , <0.01
Kaberamaido,1.66 ,1.25 , <0.01
Kagadi,2.21 ,1.57 , <0.01
Kakumiro,1.40 ,0.87 , <0.01
Kalaki,1.19 ,0.77 , <0.01
Kalangala,6.42 ,4.93 , <0.01
Kaliro,1.07 ,0.72 , <0.01
Kalungu,3.79 ,2.70 , <0.01
Kampala,3.26 ,2.81 , <0.01
Kamuli,1.57 ,1.08 , <0.01
Kamwenge,1.55 ,0.99 , <0.01
Kanungu,2.81 ,2.20 , <0.01
Kapchorwa,1.05 ,0.69 , <0.01
Kapelebyong,1.34 ,0.89 , <0.01
Karenga,0.24 ,0.16 , <0.01
Kasese,1.07 ,0.73 , <0.01
Kassanda,2.42 ,1.81 , <0.01
Katakwi,2.39 ,1.85 , <0.01
Kayunga,3.03 ,2.15 , <0.01
Kazo,1.84 ,1.34 , <0.01
Kibaale,1.79 ,1.29 , <0.01
Kiboga,2.72 ,1.83 , <0.01
Kibuku,0.76 ,0.54 , <0.01
Kikuube,1.71 ,1.14 , <0.01
Kiruhura,2.56 ,1.80 , <0.01
Kiryandongo,1.82 ,1.17 , <0.01
Kisoro,0.95 ,0.68 , <0.01
Kitagwenda,2.19 ,1.59 , <0.01
Kitgum,2.41 ,1.66 , <0.01
Koboko,0.94 ,0.71 , <0.01
Kole,2.81 ,1.99 , <0.01
Kotido,0.49 ,0.32 , <0.01
Kumi,1.15 ,0.81 , <0.01
Kwania,3.15 ,2.25 , <0.01
Kween,0.79 ,0.50 , <0.01
Kyankwanzi,2.19 ,1.54 , <0.01
Kyegegwa,1.97 ,1.38 , <0.01
Kyenjojo,3.02 ,2.36 , <0.01
Kyotera,4.20 ,3.15 , <0.01
Lamwo,2.85 ,1.91 , <0.01
Lira,3.31 ,2.34 , <0.01
Luuka,1.32 ,0.90 , <0.01
Luwero,3.21 ,2.50 , <0.01
Lwengo,3.39 ,2.52 , <0.01
Lyantonde,3.85 ,2.57 , <0.01
Madi Okollo,1.11 ,0.74 , <0.01
Manafwa,1.16 ,0.81 , <0.01
Maracha,0.56 ,0.36 , <0.01
Masaka,4.28 ,3.28 , <0.01
Masindi,2.55 ,1.69 , <0.01
Mayuge,1.91 ,1.40 , <0.01
Mbale,1.79 ,1.38 , <0.01
Mbarara,6.02 ,4.76 , <0.01
Mitooma,2.18 ,1.64 , <0.01
Mityana,2.73 ,1.86 , <0.01
Moroto,0.83 ,0.62 , <0.01
Moyo,1.06 ,0.72 , <0.01
Mpigi,3.74 ,2.92 , <0.01
Mubende,2.68 ,1.94 , <0.01
Mukono,2.91 ,2.29 , <0.01
Nabilatuk,0.12 ,0.08 , <0.01
Nakapiripirit,0.62 ,0.45 , <0.01
Nakaseke,2.95 ,2.14 , <0.01
Nakasongola,2.38 ,1.66 , <0.01
Namayingo,2.93 ,2.14 , <0.01
Namisindwa,0.87 ,0.62 , <0.01
Namutumba,0.83 ,0.61 , <0.01
Napak,0.57 ,0.38 , <0.01
Nebbi,1.57 ,1.06 , <0.01
Ngora,1.08 ,0.71 , <0.01
Ntoroko,2.00 ,1.36 , <0.01
Ntungamo,2.19 ,1.66 , <0.01
Nwoya,1.86 ,1.34 , <0.01
Obongi,0.83 ,0.48 , <0.01
Omoro,2.92 ,2.03 , <0.01
Otuke,2.15 ,1.42 , <0.01
Oyam,3.06 ,2.25 , <0.01
Pader,3.30 ,2.19 , <0.01
Pakwach,1.86 ,1.34 , <0.01
Pallisa,0.75 ,0.54 , <0.01
Rakai,2.11 ,1.54 , <0.01
Rubanda,0.82 ,0.49 , <0.01
Rubirizi,3.25 ,2.19 , <0.01
Rukiga,1.86 ,1.24 , <0.01
Rukungiri,2.40 ,1.71 , <0.01
