States,2019,2019_lower, 2019_upper
Arusha CC,<1000 ,<500 , <1000
Arusha DC,<500 ,<200 , 1300
Babati DC,<500 ,<100 , <1000
Babati TC,<500 ,<200 , <1000
Bagamoyo DC,1500 ,1300 , 1600
Bahi DC,<500 ,<200 , <1000
Bariadi DC,<500 ,<100 , <1000
Bariadi TC,<200 ,<100 , <1000
Biharamulo DC,<500 ,<200 , <1000
Buchosa DC,2900 ,2000 , 3900
Buhigwe DC,<500 ,<200 , <1000
Bukoba DC,<1000 ,<500 , 2100
Bukoba MC,<1000 ,<200 , 1600
Bukombe DC,<500 ,<100 , <1000
Bumbuli DC,<1000 ,<500 , 1000
Bunda DC,<1000 ,<500 , 1400
Bunda TC,<500 ,<200 , <1000
Busega DC,<1000 ,<500 , 2300
Busokelo DC,<1000 ,<500 , 1000
Butiama DC,<1000 ,<500 , 1300
Chake Chake,1900 ,1700 , 2100
Chalinze DC,<1000 ,<500 , 1200
Chamwino DC,<500 ,<200 , <1000
Chato DC,6700 ,6200 , 7200
Chemba DC,<200 ,<200 , <500
Chunya DC,<200 ,<100 , <500
Dodoma MC,1100 ,<500 , 2200
Gairo DC,<500 ,<500 , <1000
Geita DC,<1000 ,<1000 , 1700
Geita TC,<1000 ,<500 , 1500
Hai DC,<1000 ,<500 , 1100
Hanang DC,<1000 ,<500 , 1300
Handeni DC,<1000 ,<500 , 1700
Handeni TC,<1000 ,<500 , 1200
Ifakara TC,<500 ,<100 , <1000
Igunga DC,<500 ,<500 , <1000
Ikungi DC,<1000 ,<500 , 1600
Ilala MC,2300 ,1400 , 3500
Ileje DC,<1000 ,<500 , 1300
Ilemela MC,<500 ,<200 , <1000
Iramba DC,<1000 ,<500 , 1100
Iringa DC,1800 ,<1000 , 3000
Iringa MC,<1000 ,<1000 , 1100
Itigi DC,1600 ,<1000 , 2600
Itilima DC,<1000 ,<500 , <1000
Kahama TC,1300 ,1000 , 1700
Kakonko DC,<500 ,<500 , <1000
Kalambo DC,<500 ,<500 , <1000
Kaliua DC,<500 ,<500 , <1000
Karagwe DC,1100 ,<1000 , 1900
