States,2019,2019_lower, 2019_upper
Karatu DC,<500 ,<200 , <1000
Kaskazini A,<500 ,<200 , <500
Kaskazini B,<100 ,<100 , <200
Kasulu DC,<1000 ,<500 , <1000
Kasulu TC,<500 ,<200 , <1000
Kati,<100 ,<100 , <200
Kibaha DC,<500 ,<500 , <1000
Kibaha TC,<500 ,<500 , <1000
Kibiti DC,<500 ,<500 , <1000
Kibondo DC,<500 ,<100 , <1000
Kigamboni MC,1400 ,<1000 , 1900
Kigoma DC,<200 ,<100 , <500
Kigoma Ujiji MC,<1000 ,<500 , 1100
Kilindi DC,<1000 ,<500 , 1300
Kilolo DC,2700 ,2300 , 3100
Kilombero DC,3400 ,2800 , 4100
Kilosa DC,1600 ,<1000 , 2700
Kilwa DC,<500 ,<500 , <1000
Kinondoni MC,2300 ,1500 , 3400
Kisarawe DC,1300 ,1100 , 1600
Kishapu DC,<1000 ,<500 , 1200
Kiteto DC,<200 ,<100 , <500
Kondoa DC,<1000 ,<500 , 1400
Kondoa TC,1400 ,1200 , 1700
Kongwa DC,1100 ,<1000 , 1800
Korogwe DC,1800 ,1200 , 2600
Korogwe TC,<1000 ,<500 , 1700
Kusini,<200 ,<200 , <500
Kwimba DC,4300 ,2900 , 6100
Kyela DC,1400 ,<1000 , 2200
Kyerwa DC,<500 ,<500 , <1000
Lindi DC,<1000 ,<500 , 1400
Lindi MC,<500 ,<500 , <1000
Liwale DC,<1000 ,<500 , 1500
Longido DC,<1000 ,<1000 , 1100
Ludewa DC,<1000 ,<500 , 1600
Lushoto DC,1100 ,<500 , 3300
Madaba DC,<500 ,<200 , <500
Mafia DC,<500 ,<500 , <500
Mafinga TC,<500 ,<500 , <1000
Magharibi A,<100 ,<100 , <200
Magharibi B,<500 ,<200 , <500
Magu DC,1100 ,<1000 , 1900
Makambako TC,1200 ,<1000 , 1400
Makete DC,<500 ,<500 , <1000
Malinyi DC,<1000 ,<1000 , 1100
Manyoni DC,<1000 ,<500 , 1900
Masasi DC,1200 ,<1000 , 2000
Masasi TC,1200 ,<500 , 2400
Maswa DC,1800 ,1200 , 2600
Mbarali DC,1000 ,<1000 , 1700
Mbeya CC,2200 ,1500 , 3000
Mbeya DC,1500 ,<1000 , 2300
Mbinga DC,<1000 ,<500 , <1000
Mbinga TC,<1000 ,<500 , 1000
Mbogwe DC,<1000 ,<1000 , 1300
Mbozi DC,<1000 ,<500 , 1200
Mbulu DC,<200 ,<100 , <500
Mbulu TC,<200 ,<100 , <1000
Meatu DC,<500 ,<200 , 1100
Meru DC,1500 ,<500 , 3500
Micheweni,<500 ,<500 , <500
Missenyi DC,<500 ,<500 , <1000
Misungwi DC,<500 ,<100 , <1000
Mjini,<1000 ,<1000 , 1300
Mkalama DC,<500 ,<200 , 1100
Mkinga DC,<500 ,<500 , <1000
Mkoani,<100 ,<100 , <500
Mkuranga DC,<500 ,<500 , <1000
Mlele DC,<500 ,<200 , <500
Momba DC,<1000 ,<500 , <1000
Monduli DC,<500 ,<200 , <500
Morogoro DC,1300 ,<500 , 2900
Morogoro MC,<1000 ,<500 , 1500
Moshi DC,2000 ,1200 , 3400
Moshi MC,1800 ,1300 , 2400
Mpanda DC,1800 ,1600 , 2000
Mpanda TC,<1000 ,<500 , <1000
Mpimbwe DC,<200 ,<200 , <500
Mpwapwa DC,<1000 ,<500 , 1800
Msalala DC,<1000 ,<1000 , 1100
Mtwara DC,<500 ,<500 , <1000
Mtwara Mikindani MC,<1000 ,<1000 , 1300
Mufindi DC,1700 ,1200 , 2300
Muheza DC,<200 ,<100 , <500
Muleba DC,1100 ,<1000 , 2000
Musoma DC,<200 ,<100 , <500
Musoma MC,<1000 ,<500 , 1100
Mvomero DC,<1000 ,<500 , 1500
Mwanga DC,<500 ,<500 , <500
Nachingwea DC,<500 ,<200 , 1100
Namtumbo DC,<200 ,<200 , <200
Nanyamba TC,1900 ,1500 , 2200
Nanyumbu DC,<500 ,<200 , 1200
Newala DC,<1000 ,<200 , 1500
Newala TC,<1000 ,<200 , 1700
Ngara DC,<500 ,<200 , <1000
Ngorongoro DC,<1000 ,<500 , 1200
Njombe DC,<1000 ,<1000 , 1100
Njombe TC,<1000 ,<500 , 1100
Nkasi DC,<1000 ,<500 , <1000
Nsimbo DC,<500 ,<200 , <500
Nyamagana MC,1500 ,<1000 , 2200
Nyang'hwale DC,1000 ,<1000 , 1400
Nyasa DC,<1000 ,<500 , <1000
Nzega DC,<1000 ,<1000 , 1000
Nzega TC,<1000 ,<500 , <1000
Pangani DC,<1000 ,<500 , <1000
Rombo DC,1700 ,1300 , 2100
Rorya DC,<1000 ,<1000 , 1800
Ruangwa DC,<1000 ,<500 , 1600
Rufiji DC,1400 ,<500 , 3100
Rungwe DC,1900 ,1100 , 3000
Same DC,<1000 ,<500 , 1600
Sengerema DC,<500 ,<100 , <500
Serengeti DC,<500 ,<200 , <1000
Shinyanga DC,<1000 ,<1000 , 1100
Shinyanga MC,<1000 ,<500 , 1100
Siha DC,1200 ,<1000 , 2300
Sikonge DC,<500 ,<200 , <1000
Simanjiro DC,<500 ,<500 , <1000
Singida DC,<1000 ,<500 , 1400
Singida MC,1000 ,<1000 , 1500
Songea DC,<1000 ,<500 , <1000
Songea MC,1100 ,<1000 , 1300
Songwe DC,<1000 ,<500 , <1000
Sumbawanga DC,<500 ,<500 , <1000
Sumbawanga MC,<1000 ,<500 , <1000
Tabora MC,<1000 ,<500 , <1000
Tandahimba DC,<1000 ,<200 , 1700
Tanga CC,1200 ,<1000 , 1900
Tarime DC,<200 ,<100 , <500
Tarime TC,<100 ,<100 , <100
Temeke MC,2100 ,1200 , 3400
Tunduma TC,<200 ,<100 , <500
Tunduru DC,<1000 ,<500 , 1100
Ubungo MC,2000 ,<1000 , 3800
Ukerewe DC,<1000 ,<200 , 1300
Ulanga DC,1000 ,<1000 , 1800
Urambo DC,1200 ,<1000 , 1500
Ushetu DC,1600 ,1300 , 2000
Uvinza DC,<1000 ,<500 , 1200
Uyui DC,<1000 ,<500 , 1100
Wanging'ombe DC,2100 ,1700 , 2500
Wete,<200 ,<100 , <500
National,190 000 ,100 000,310 000
