States,2019,2019_lower, 2019_upper
Kinondoni MC,1.7 ,1.3 , 2.2
Kisarawe DC,7.1 ,5.3 , 9.5
Kishapu DC,1.5 ,0.7 , 2.8
Kiteto DC,0.7 ,0.2 , 1.9
Kondoa DC,1.9 ,1.0 , 3.8
Kondoa TC,14.7 ,11.0 , 19.0
Kongwa DC,2.6 ,1.6 , 4.2
Korogwe DC,2.4 ,1.8 , 3.1
Korogwe TC,7.3 ,2.8 , 16.1
Kusini,13.9 ,12.1 , 15.8
Kwimba DC,12.5 ,7.9 , 18.7
Kyela DC,3.7 ,2.4 , 5.4
Kyerwa DC,4.7 ,3.0 , 7.1
Lindi DC,2.0 ,1.0 , 3.4
Lindi MC,2.0 ,1.1 , 3.3
Liwale DC,5.2 ,2.1 , 10.1
Longido DC,5.4 ,4.2 , 7.0
Ludewa DC,3.5 ,1.1 , 8.7
Lushoto DC,2.0 ,0.4 , 6.5
Madaba DC,2.2 ,1.0 , 4.3
Mafia DC,2.2 ,1.3 , 3.5
Mafinga TC,3.2 ,1.5 , 7.3
Magharibi A,1.0 ,0.8 , 1.3
Magharibi B,1.3 ,1.0 , 1.6
Magu DC,2.2 ,0.9 , 5.0
Makambako TC,16.5 ,14.4 , 18.9
Makete DC,1.2 ,0.5 , 2.6
Malinyi DC,7.5 ,6.4 , 8.9
Manyoni DC,3.2 ,1.0 , 9.0
Masasi DC,1.2 ,0.9 , 1.6
Masasi TC,7.5 ,2.8 , 17.0
Maswa DC,2.7 ,1.3 , 5.4
Mbarali DC,2.5 ,1.0 , 6.6
Mbeya CC,3.9 ,2.5 , 5.8
Mbeya DC,1.9 ,0.9 , 3.7
Mbinga DC,2.0 ,1.2 , 3.1
Mbinga TC,2.8 ,1.4 , 5.7
Mbogwe DC,8.7 ,7.3 , 10.3
Mbozi DC,1.2 ,0.8 , 1.7
Mbulu DC,0.6 ,0.2 , 1.5
Mbulu TC,1.5 ,0.4 , 3.7
Meatu DC,1.3 ,0.4 , 2.7
Meru DC,5.5 ,3.5 , 9.9
Micheweni,3.5 ,2.7 , 4.6
Missenyi DC,1.1 ,0.5 , 2.1
Misungwi DC,0.7 ,0.3 , 1.7
Mjini,2.3 ,1.4 , 3.6
Mkalama DC,0.8 ,0.2 , 2.4
Mkinga DC,2.4 ,1.1 , 4.6
Mkoani,0.9 ,0.4 , 2.1
Mkuranga DC,0.6 ,0.3 , 1.4
Mlele DC,7.9 ,5.4 , 11.2
Momba DC,5.8 ,4.4 , 7.5
Monduli DC,1.3 ,0.6 , 2.5
Morogoro DC,2.4 ,0.7 , 6.1
Morogoro MC,1.2 ,0.3 , 3.6
Moshi DC,1.7 ,1.3 , 2.3
Moshi MC,2.9 ,1.6 , 5.6
Mpanda DC,3.7 ,3.2 , 4.3
Mpanda TC,4.0 ,3.5 , 4.5
Mpimbwe DC,1.1 ,0.6 , 2.1
Mpwapwa DC,1.7 ,0.7 , 4.2
Msalala DC,3.3 ,2.0 , 5.4
Mtwara DC,3.1 ,2.3 , 4.2
Mtwara Mikindani MC,6.6 ,4.5 , 9.0
Mufindi DC,3.5 ,2.4 , 5.0
Muheza DC,0.5 ,0.3 , 0.8
Muleba DC,1.0 ,0.5 , 2.0
Musoma DC,0.1 ,<0.1 , 0.2
Musoma MC,3.3 ,2.0 , 5.1
Mvomero DC,1.5 ,0.7 , 3.5
Mwanga DC,2.6 ,1.9 , 3.6
Nachingwea DC,1.1 ,0.3 , 3.4
Namtumbo DC,1.2 ,0.9 , 1.5
Nanyamba TC,9.6 ,7.8 , 11.5
Nanyumbu DC,2.2 ,0.8 , 5.9
Newala DC,2.8 ,1.4 , 6.6
Newala TC,3.7 ,1.2 , 8.7
Ngara DC,0.6 ,0.2 , 1.8
Ngorongoro DC,5.2 ,3.2 , 7.9
Njombe DC,3.4 ,1.7 , 8.7
Njombe TC,1.9 ,0.9 , 4.2
Nkasi DC,2.4 ,1.5 , 3.7
Nsimbo DC,0.7 ,0.4 , 1.1
Nyamagana MC,1.5 ,0.9 , 2.5
Nyang'hwale DC,3.3 ,2.4 , 4.3
Nyasa DC,3.1 ,2.2 , 4.3
Nzega DC,1.4 ,0.8 , 2.2
Nzega TC,7.1 ,3.5 , 11.9
Pangani DC,9.8 ,7.4 , 12.8
Rombo DC,1.3 ,1.1 , 1.8
Rorya DC,1.7 ,0.7 , 3.6
Ruangwa DC,3.6 ,1.9 , 5.9
Rufiji DC,11.1 ,3.8 , 26.8
Rungwe DC,6.0 ,3.5 , 9.7
Same DC,1.6 ,0.7 , 3.1
Sengerema DC,0.6 ,0.2 , 1.5
Serengeti DC,1.0 ,0.6 , 2.0
Shinyanga DC,0.5 ,0.4 , 0.7
Shinyanga MC,2.7 ,1.6 , 4.4
Siha DC,5.3 ,2.3 , 10.7
Sikonge DC,1.3 ,0.6 , 3.2
Simanjiro DC,2.0 ,1.6 , 2.6
Singida DC,2.1 ,1.2 , 3.5
Singida MC,4.6 ,3.0 , 6.8
Songea DC,3.8 ,3.0 , 4.9
Songea MC,4.2 ,3.2 , 5.2
Songwe DC,2.8 ,1.4 , 6.7
Sumbawanga DC,1.6 ,1.1 , 2.1
Sumbawanga MC,1.6 ,0.7 , 3.4
Tabora MC,1.9 ,1.0 , 3.8
Tandahimba DC,1.7 ,0.6 , 4.8
Tanga CC,2.9 ,1.8 , 4.4
Tarime DC,0.3 ,<0.1 , 1.0
Tarime TC,0.8 ,0.4 , 1.3
Temeke MC,1.1 ,0.5 , 2.4
Tunduma TC,1.3 ,0.4 , 3.4
Tunduru DC,1.5 ,0.8 , 2.9
Ubungo MC,1.2 ,0.7 , 2.1
Ukerewe DC,1.1 ,0.3 , 2.8
Ulanga DC,3.7 ,1.9 , 6.9
Urambo DC,2.3 ,1.4 , 4.2
Ushetu DC,4.0 ,2.9 , 5.7
Uvinza DC,0.8 ,0.3 , 2.2
Uyui DC,0.9 ,0.4 , 1.8
Wanging'ombe DC,6.1 ,4.4 , 8.2
Wete,1.4 ,1.0 , 2.1
National,1.7 ,1.0,2.4
