States,2019,2019_lower, 2019_upper
Arusha CC,1.5 ,1.0 , 2.3
Arusha DC,1.0 ,0.4 , 2.2
Babati DC,1.0 ,0.3 , 2.4
Babati TC,1.9 ,0.7 , 4.1
Bagamoyo DC,11.6 ,9.2 , 14.5
Bahi DC,1.0 ,0.4 , 2.3
Bariadi DC,0.7 ,0.2 , 1.6
Bariadi TC,0.9 ,0.3 , 3.0
Biharamulo DC,1.0 ,0.3 , 2.9
Buchosa DC,3.7 ,2.0 , 7.2
Buhigwe DC,2.0 ,0.7 , 4.3
Bukoba DC,1.4 ,0.4 , 3.3
Bukoba MC,4.2 ,1.4 , 10.6
Bukombe DC,1.6 ,0.6 , 4.6
Bumbuli DC,1.6 ,0.6 , 3.7
Bunda DC,1.8 ,0.6 , 4.4
Bunda TC,1.9 ,1.2 , 3.0
Busega DC,3.5 ,2.3 , 5.5
Busokelo DC,1.5 ,0.8 , 2.6
Butiama DC,3.0 ,2.0 , 4.4
Chake Chake,13.5 ,11.5 , 15.7
Chalinze DC,1.7 ,1.0 , 3.5
Chamwino DC,0.9 ,0.2 , 2.4
Chato DC,6.3 ,5.5 , 7.3
Chemba DC,1.8 ,1.2 , 2.5
Chunya DC,1.0 ,0.5 , 2.8
Dodoma MC,1.4 ,0.5 , 3.5
Gairo DC,1.9 ,0.9 , 3.5
Geita DC,1.0 ,0.5 , 1.9
Geita TC,3.2 ,1.3 , 7.2
Hai DC,1.7 ,1.0 , 3.0
Hanang DC,2.8 ,2.2 , 3.6
Handeni DC,2.2 ,1.2 , 3.8
Handeni TC,5.2 ,2.0 , 11.8
Ifakara TC,1.5 ,0.7 , 4.2
Igunga DC,0.6 ,0.3 , 1.1
Ikungi DC,2.5 ,1.3 , 4.2
Ilala MC,1.3 ,0.5 , 3.4
Ileje DC,2.4 ,1.1 , 6.0
Ilemela MC,0.8 ,0.3 , 1.9
Iramba DC,1.5 ,0.7 , 2.7
Iringa DC,4.4 ,2.1 , 8.8
Iringa MC,2.3 ,1.6 , 3.2
Itigi DC,14.1 ,8.3 , 21.3
Itilima DC,2.7 ,2.3 , 3.1
Kahama TC,2.4 ,1.6 , 3.5
Kakonko DC,0.9 ,0.5 , 1.8
Kalambo DC,0.9 ,0.4 , 2.3
Kaliua DC,1.1 ,0.5 , 2.0
Karagwe DC,1.3 ,0.5 , 3.0
Karatu DC,1.2 ,0.5 , 2.8
Kaskazini A,3.3 ,2.2 , 5.3
Kaskazini B,1.5 ,1.2 , 1.8
Kasulu DC,0.5 ,0.3 , 0.9
Kasulu TC,1.6 ,0.7 , 3.3
Kati,0.6 ,0.2 , 1.5
Kibaha DC,3.6 ,2.6 , 4.8
Kibaha TC,2.2 ,1.6 , 3.0
Kibiti DC,1.5 ,1.0 , 2.1
Kibondo DC,0.5 ,0.1 , 1.8
Kigamboni MC,3.2 ,2.3 , 4.2
Kigoma DC,0.4 ,0.1 , 1.3
Kigoma Ujiji MC,1.5 ,1.0 , 2.2
Kilindi DC,3.0 ,1.8 , 5.1
Kilolo DC,2.6 ,2.1 , 3.1
Kilombero DC,6.3 ,4.4 , 8.7
Kilosa DC,1.1 ,0.7 , 1.7
Kilwa DC,1.4 ,0.7 , 2.6
