States,2019,2019_lower, 2019_upper
Alto Molócuè,8000 ,5900 , 10 000
Ancuabe,4900 ,3200 , 7000
Angoche,7500 ,4900 , 11 000
Angónia,3900 ,2900 , 5200
Balama,3700 ,2400 , 5300
Beira,48 000 ,42 000 , 55 000
Bilene,12 000 ,11 000 , 14 000
Boane,26 000 ,21 000 , 32 000
Báruè,7600 ,6200 , 9400
Búzi,8800 ,6900 , 11 000
Cahora Bassa,3000 ,2000 , 4300
Caia,4900 ,3400 , 6700
Changara,3700 ,2600 , 5000
Chemba,2400 ,1700 , 3400
Cheringoma,1700 ,1100 , 2500
Chibabava,6100 ,4700 , 7800
Chibuto,18 000 ,15 000 , 20 000
Chicualacuala,1000 ,<1000 , 1400
Chifunde,<1000 ,<1000 , 1200
Chigubo,<1000 ,<1000 , 1300
Chimbunila,<1000 ,<1000 , 1400
Chimoio,24 000 ,22 000 , 26 000
Chinde,4900 ,3600 , 6400
Chiúre,8700 ,6600 , 11 000
Chiúta,1300 ,<1000 , 1700
Chongoene,8300 ,6900 , 9800
Chókwé,21 000 ,18 000 , 23 000
Cuamba,7000 ,5400 , 8900
Derre,2900 ,1900 , 4100
Dondo,11 000 ,8300 , 15 000
Dôa,1300 ,<1000 , 1800
Eráti,8900 ,5900 , 13 000
Funhalouro,1600 ,1100 , 2100
Gilé,6600 ,4900 , 8500
Gondola,7600 ,5700 , 9900
Gorongosa,5500 ,3900 , 7400
Govuro,2500 ,1900 , 3100
Guijá,6600 ,5100 , 8000
Guro,2700 ,1800 , 3900
Guruè,8800 ,6600 , 11 000
Homoíne,3700 ,2700 , 4800
Ibo,<500 ,<500 , <1000
Ile,6400 ,4700 , 8300
Ilha de Moçambique,1600 ,1000 , 2300
Inhambane,4400 ,3300 , 5800
Inharrime,4700 ,3600 , 6000
Inhassoro,3500 ,2900 , 4100
Inhassunge,6600 ,5200 , 8000
Jangamo,2900 ,2100 , 3900
KaMavota,16 000 ,14 000 , 18 000
KaMaxakeni,14 000 ,13 000 , 16 000
KaMpfumu,5700 ,4700 , 6700
KaMubukwana,17 000 ,15 000 , 18 000
KaNyaka,<500 ,<200 , <500
KaTembe,1500 ,<1000 , 2100
Lago,2400 ,1700 , 3200
Lalaua,1500 ,<1000 , 2100
Larde,2900 ,1800 , 4400
Lichinga,9200 ,7100 , 12 000
Limpopo,11 000 ,9600 , 13 000
Liúpo,<1000 ,<1000 , 1500
Luabo,2100 ,1400 , 2900
Lugela,6400 ,4500 , 8700
Mabalane,2500 ,1900 , 3000
Mabote,2800 ,2200 , 3600
Macanga,<1000 ,<1000 , 1300
Macate,2000 ,1400 , 2700
Machanga,3600 ,2800 , 4500
Machaze,5800 ,4600 , 7000
Macomia,4800 ,3200 , 6800
