States,2019,2019_lower, 2019_upper
Baringo,1.2 ,0.7 , 1.7
Bomet,2.1 ,1.4 , 2.9
Bungoma,4.4 ,3.9 , 5.0
Busia,4.3 ,3.5 , 5.1
Elgeyo-Marakwet,1.4 ,0.9 , 2.1
Embu,1.6 ,1.1 , 2.2
Garissa,0.2 ,<0.1 , 0.3
Homa Bay,13.8 ,12.0 , 15.7
Isiolo,1.1 ,0.7 , 1.7
Kajiado,2.3 ,1.5 , 3.3
Kakamega,1.8 ,1.2 , 2.5
Kericho,2.8 ,1.9 , 3.9
Kiambu,2.0 ,1.2 , 3.3
Kilifi,1.9 ,1.6 , 2.3
Kirinyaga,2.1 ,1.4 , 2.9
Kisii,3.3 ,2.5 , 4.4
Kisumu,12.4 ,10.7 , 14.2
Kitui,2.3 ,1.7 , 2.9
Kwale,1.8 ,1.4 , 2.2
Laikipia,1.7 ,1.1 , 2.6
Lamu,1.7 ,1.1 , 2.5
Machakos,2.2 ,1.7 , 2.9
Makueni,1.9 ,1.4 , 2.8
Mandera,0.1 ,<0.1 , 0.3
Marsabit,0.6 ,0.3 , 1.0
Meru,2.0 ,1.5 , 2.7
Migori,8.2 ,6.9 , 9.5
Mombasa,5.0 ,3.8 , 6.4
Murang'a,1.7 ,1.3 , 2.3
Nairobi (County),3.1 ,2.7 , 3.5
Nakuru,2.2 ,1.5 , 3.2
Nandi,2.1 ,1.5 , 2.9
Narok,2.2 ,1.4 , 3.2
Nyamira,2.5 ,1.9 , 3.4
Nyandarua,1.7 ,1.1 , 2.4
Nyeri,2.9 ,2.1 , 3.9
Samburu,0.7 ,0.4 , 1.1
Siaya,13.0 ,10.9 , 15.2
Taita-Taveta,2.6 ,1.8 , 3.5
Tana River,0.6 ,0.4 , 1.0
Tharaka-Nithi,1.9 ,1.3 , 2.7
Trans-Nzoia,2.6 ,1.8 , 3.5
Turkana,2.6 ,1.8 , 3.7
Uasin Gishu,3.8 ,2.8 , 4.9
Vihiga,3.0 ,2.2 , 4.0
Wajir,0.1 ,<0.1 , 0.3
West Pokot,0.9 ,0.5 , 1.4
National,3.2 ,2.6,3.6
