States,2019,2019_lower, 2019_upper
Balaka,1100 ,<1000 , 1200
Blantyre,1700 ,1500 , 1900
Blantyre City,3400 ,3100 , 3600
Chikwawa,1500 ,1300 , 1700
Chiradzulu,1100 ,<1000 , 1300
Chitipa,<500 ,<200 , <500
Dedza,1000 ,<1000 , 1100
Dowa,<1000 ,<1000 , <1000
Karonga,<1000 ,<1000 , <1000
Kasungu,<1000 ,<1000 , 1100
Likoma,<100 ,<100 , <100
Lilongwe,1800 ,1600 , 2000
Lilongwe City,2500 ,2300 , 2700
Machinga,1500 ,1300 , 1700
Mangochi,3200 ,2900 , 3400
Mchinji,<1000 ,<1000 , 1100
Mulanje,2600 ,2500 , 2800
Mwanza,<500 ,<500 , <500
Mzimba North,<500 ,<500 , <1000
Mzimba South,<1000 ,<1000 , 1100
Mzuzu City,<1000 ,<1000 , <1000
Neno,<500 ,<500 , <500
Nkhatabay,<1000 ,<1000 , <1000
Nkhotakota,<1000 ,<1000 , <1000
Nsanje,<1000 ,<1000 , 1100
Ntcheu,1400 ,1300 , 1600
Ntchisi,<500 ,<500 , <500
Phalombe,1700 ,1500 , 1900
Rumphi,<500 ,<500 , <500
Salima,<1000 ,<1000 , <1000
Thyolo,3100 ,2800 , 3300
Zomba,2400 ,2200 , 2700
Zomba City,<500 ,<500 , <1000
National,41 000 ,23 000,54 000
