States,2019,2019_lower, 2019_upper
Balaka,1.96 ,1.74 , <0.01
Blantyre,2.79 ,2.48 , <0.01
Blantyre City,3.68 ,3.43 , <0.01
Chikwawa,2.16 ,1.91 , <0.01
Chiradzulu,2.09 ,1.83 , <0.01
Chitipa,0.63 ,0.49 , <0.01
Dedza,1.08 ,0.92 , <0.01
Dowa,0.85 ,0.73 , <0.01
Karonga,1.35 ,1.14 , <0.01
Kasungu,1.06 ,0.91 , <0.01
Likoma,1.47 ,1.12 , <0.01
Lilongwe,1.05 ,0.91 , <0.01
Lilongwe City,1.86 ,1.66 , <0.01
Machinga,1.82 ,1.61 , <0.01
Mangochi,2.66 ,2.43 , <0.01
Mchinji,1.25 ,1.09 , <0.01
Mulanje,2.50 ,2.29 , <0.01
Mwanza,1.49 ,1.22 , <0.01
Mzimba North,1.34 ,1.13 , <0.01
Mzimba South,0.92 ,0.73 , <0.01
Mzuzu City,2.68 ,2.34 , <0.01
Neno,1.48 ,1.23 , <0.01
Nkhatabay,1.35 ,1.05 , <0.01
Nkhotakota,1.62 ,1.43 , <0.01
Nsanje,2.00 ,1.72 , <0.01
Ntcheu,1.61 ,1.40 , <0.01
Ntchisi,0.71 ,0.58 , <0.01
Phalombe,2.05 ,1.72 , <0.01
Rumphi,1.32 ,1.11 , <0.01
Salima,1.14 ,0.96 , <0.01
Thyolo,2.65 ,2.43 , <0.01
Zomba,2.56 ,2.33 , <0.01
Zomba City,3.61 ,3.05 , <0.01
National,1.90 ,0.33,2.63
