States,2019,2019_lower, 2019_upper
Arusha CC,4400 ,2700 , 7000
Arusha DC,2000 ,<1000 , 4000
Babati DC,2500 ,<1000 , 5300
Babati TC,<1000 ,<500 , 1700
Bagamoyo DC,4600 ,3600 , 5800
Bahi DC,1200 ,<500 , 2500
Bariadi DC,<1000 ,<500 , 1800
Bariadi TC,<1000 ,<500 , 1800
Biharamulo DC,1800 ,<1000 , 4900
Buchosa DC,4000 ,1700 , 8900
Buhigwe DC,2500 ,<1000 , 5000
Bukoba DC,1500 ,<1000 , 3500
Bukoba MC,3300 ,2000 , 6300
Bukombe DC,2000 ,1200 , 4300
Bumbuli DC,1100 ,<1000 , 2200
Bunda DC,1400 ,<500 , 3400
Bunda TC,1300 ,<1000 , 1900
Busega DC,3800 ,2800 , 4900
Busokelo DC,<500 ,<500 , <1000
Butiama DC,3500 ,2800 , 4400
Chake Chake,3700 ,3100 , 4600
Chalinze DC,2300 ,1800 , 3600
Chamwino DC,1300 ,<500 , 3100
Chato DC,<1000 ,<1000 , 1100
Chemba DC,2700 ,1800 , 3800
Chunya DC,1200 ,<1000 , 2200
Dodoma MC,2800 ,<1000 , 6900
Gairo DC,2400 ,1100 , 4700
Geita DC,3200 ,1800 , 5500
Geita TC,4200 ,1800 , 8100
Hai DC,2400 ,1700 , 3300
Hanang DC,5000 ,4200 , 5900
Handeni DC,2800 ,1500 , 4500
Handeni TC,1600 ,<1000 , 3400
Ifakara TC,1300 ,<1000 , 2300
Igunga DC,1200 ,<1000 , 2100
Ikungi DC,3000 ,1600 , 5000
Ilala MC,6400 ,2100 , 16 000
Ileje DC,1600 ,<1000 , 2900
Ilemela MC,1700 ,<1000 , 3800
Iramba DC,1700 ,<1000 , 3000
Iringa DC,5000 ,3200 , 8300
Iringa MC,2100 ,1800 , 2600
Itigi DC,5700 ,3700 , 8000
Itilima DC,4400 ,4100 , 4800
Kahama TC,2100 ,1200 , 3300
Kakonko DC,<1000 ,<500 , 1200
Kalambo DC,<1000 ,<200 , 1500
Kaliua DC,2200 ,1300 , 3600
Karagwe DC,2100 ,<1000 , 4800
Karatu DC,2400 ,1300 , 4200
Kaskazini A,3100 ,2700 , 3700
Kaskazini B,1500 ,1300 , 1800
Kasulu DC,<1000 ,<500 , 1300
Kasulu TC,1600 ,<1000 , 2700
Kati,<500 ,<200 , <1000
Kibaha DC,1500 ,1200 , 1900
Kibaha TC,2700 ,2300 , 3200
Kibiti DC,<1000 ,<500 , <1000
Kibondo DC,<1000 ,<200 , 1800
Kigamboni MC,1400 ,1100 , 2100
Kigoma DC,<500 ,<200 , 1100
Kigoma Ujiji MC,2000 ,1400 , 3000
Kilindi DC,3700 ,2600 , 5400
Kilolo DC,<1000 ,<1000 , 1100
Kilombero DC,7100 ,4600 , 10 000
Kilosa DC,2200 ,1300 , 3600
