States,2019,2019_lower, 2019_upper
Kilwa DC,<1000 ,<500 , 1900
Kinondoni MC,8300 ,5900 , 12 000
Kisarawe DC,2600 ,1800 , 3500
Kishapu DC,1600 ,<1000 , 2900
Kiteto DC,1300 ,<500 , 2800
Kondoa DC,1700 ,<1000 , 3100
Kondoa TC,3200 ,2500 , 3900
Kongwa DC,4300 ,2700 , 6500
Korogwe DC,2600 ,2000 , 3300
Korogwe TC,2700 ,1400 , 4700
Kusini,3900 ,3800 , 4100
Kwimba DC,15 000 ,9400 , 21 000
Kyela DC,3800 ,2700 , 5500
Kyerwa DC,10 000 ,8400 , 12 000
Lindi DC,2100 ,1200 , 3400
Lindi MC,<1000 ,<500 , 1300
Liwale DC,2000 ,<1000 , 3600
Longido DC,2500 ,2000 , 3100
Ludewa DC,1800 ,<1000 , 4000
Lushoto DC,3000 ,<1000 , 7900
Madaba DC,<1000 ,<500 , 1100
Mafia DC,<500 ,<500 , <1000
Mafinga TC,1200 ,<1000 , 2600
Magharibi A,2200 ,2000 , 2400
Magharibi B,1700 ,1400 , 2000
Magu DC,2800 ,1200 , 5700
Makambako TC,6800 ,6300 , 7300
Makete DC,<1000 ,<500 , 1300
Malinyi DC,4300 ,3800 , 4700
Manyoni DC,2700 ,1200 , 5800
Masasi DC,1400 ,1200 , 1800
Masasi TC,3000 ,1500 , 5600
Maswa DC,3000 ,1200 , 6400
Mbarali DC,4100 ,1900 , 8700
Mbeya CC,6300 ,3800 , 9600
Mbeya DC,1700 ,<1000 , 3400
Mbinga DC,2500 ,1700 , 3400
Mbinga TC,2300 ,1600 , 3600
Mbogwe DC,8400 ,7700 , 9100
Mbozi DC,3400 ,2600 , 4500
Mbulu DC,<1000 ,<500 , 1500
Mbulu TC,1200 ,<500 , 3000
Meatu DC,2100 ,<1000 , 4000
Meru DC,12 000 ,9900 , 15 000
Micheweni,1800 ,1500 , 2200
Missenyi DC,1200 ,<1000 , 2200
Misungwi DC,1700 ,<1000 , 3100
Mjini,2400 ,1400 , 3600
Mkalama DC,<1000 ,<200 , 1700
Mkinga DC,1200 ,<1000 , 2100
Mkoani,<1000 ,<500 , <1000
Mkuranga DC,<1000 ,<500 , 1100
Mlele DC,1900 ,1600 , 2400
Momba DC,5000 ,4400 , 5700
Monduli DC,1200 ,<1000 , 2100
Morogoro DC,3200 ,1200 , 7400
Morogoro MC,2500 ,<1000 , 6900
Moshi DC,4600 ,3600 , 5900
Moshi MC,2000 ,<500 , 5200
Mpanda DC,1200 ,1100 , 1400
Mpanda TC,2900 ,2700 , 3100
Mpimbwe DC,<1000 ,<500 , <1000
Mpwapwa DC,2700 ,1400 , 5300
Msalala DC,4100 ,3200 , 5700
Mtwara DC,3200 ,2500 , 3900
Mtwara Mikindani MC,3000 ,2100 , 4200
Mufindi DC,3400 ,2400 , 4800
Muheza DC,1300 ,<1000 , 2200
Muleba DC,2800 ,1400 , 5100
Musoma DC,<200 ,<200 , <200
Musoma MC,2200 ,1300 , 3300
Mvomero DC,1900 ,<1000 , 4000
Mwanga DC,3400 ,2700 , 4300
Nachingwea DC,<1000 ,<500 , 2700
Namtumbo DC,3100 ,2700 , 3500
Nanyamba TC,4000 ,3400 , 4600
Nanyumbu DC,2000 ,1200 , 3600
Newala DC,2400 ,1700 , 3600
Newala TC,1600 ,<1000 , 3300
Ngara DC,<1000 ,<500 , 2200
Ngorongoro DC,2700 ,1700 , 4300
Njombe DC,<1000 ,<500 , 2500
Njombe TC,1300 ,<1000 , 2600
Nkasi DC,2700 ,1800 , 4100
Nsimbo DC,<500 ,<200 , <1000
Nyamagana MC,2300 ,<1000 , 4900
Nyang'hwale DC,2000 ,1600 , 2500
Nyasa DC,2300 ,1800 , 3000
Nzega DC,3100 ,2100 , 4400
Nzega TC,2000 ,1100 , 3100
Pangani DC,3900 ,3200 , 4600
Rombo DC,1300 ,1100 , 1600
Rorya DC,1700 ,<1000 , 3700
Ruangwa DC,2100 ,1100 , 3700
Rufiji DC,3700 ,2200 , 6900
Rungwe DC,4900 ,2900 , 7700
Same DC,2100 ,1100 , 3700
Sengerema DC,1200 ,<500 , 2400
Serengeti DC,1600 ,1200 , 2300
Shinyanga DC,<200 ,<200 , <200
Shinyanga MC,2200 ,1500 , 3300
Siha DC,2400 ,<1000 , 5100
Sikonge DC,1100 ,<1000 , 2300
Simanjiro DC,2100 ,1800 , 2500
Singida DC,1800 ,1000 , 2900
Singida MC,3600 ,2600 , 4900
Songea DC,3600 ,3200 , 4100
Songea MC,4100 ,3300 , 5100
Songwe DC,1700 ,1000 , 3500
Sumbawanga DC,2400 ,1900 , 3100
Sumbawanga MC,1400 ,<1000 , 3000
Tabora MC,2900 ,2000 , 4500
Tandahimba DC,2400 ,1500 , 4500
Tanga CC,3900 ,2500 , 5900
Tarime DC,<500 ,<100 , 1100
Tarime TC,<1000 ,<500 , 1200
Temeke MC,6600 ,3100 , 14 000
Tunduma TC,<1000 ,<500 , 2400
Tunduru DC,2200 ,1400 , 3600
Ubungo MC,5800 ,2700 , 12 000
Ukerewe DC,1900 ,<1000 , 4600
Ulanga DC,2800 ,1600 , 4600
Urambo DC,1000 ,<500 , 2600
Ushetu DC,3300 ,2100 , 4900
Uvinza DC,1200 ,<500 , 3100
Uyui DC,1400 ,<1000 , 2600
Wanging'ombe DC,3900 ,3000 , 5000
Wete,1000 ,<1000 , 1300
National,470 000 ,370 000,520 000
