States,2019,2019_lower, 2019_upper
Balaka,2.14 ,1.90 , <0.01
Blantyre,3.09 ,2.77 , <0.01
Blantyre City,4.24 ,3.97 , <0.01
Chikwawa,2.35 ,2.09 , <0.01
Chiradzulu,2.33 ,2.04 , <0.01
Chitipa,0.71 ,0.55 , <0.01
Dedza,1.17 ,1.00 , <0.01
Dowa,0.95 ,0.82 , <0.01
Karonga,1.48 ,1.25 , <0.01
Kasungu,1.16 ,1.00 , <0.01
Likoma,1.79 ,1.37 , <0.01
Lilongwe,1.15 ,1.00 , <0.01
Lilongwe City,2.12 ,1.89 , <0.01
Machinga,1.88 ,1.67 , <0.01
Mangochi,2.68 ,2.46 , <0.01
Mchinji,1.36 ,1.19 , <0.01
Mulanje,2.68 ,2.46 , <0.01
Mwanza,1.65 ,1.35 , <0.01
Mzimba North,1.45 ,1.23 , <0.01
Mzimba South,0.99 ,0.79 , <0.01
Mzuzu City,3.12 ,2.74 , <0.01
Neno,1.58 ,1.31 , <0.01
Nkhatabay,1.48 ,1.15 , <0.01
Nkhotakota,1.73 ,1.53 , <0.01
Nsanje,2.10 ,1.82 , <0.01
Ntcheu,1.72 ,1.50 , <0.01
Ntchisi,0.78 ,0.64 , <0.01
Phalombe,2.21 ,1.86 , <0.01
Rumphi,1.44 ,1.22 , <0.01
Salima,1.21 ,1.02 , <0.01
Thyolo,2.95 ,2.72 , <0.01
Zomba,2.76 ,2.53 , <0.01
Zomba City,4.23 ,3.62 , <0.01
National,2.16 ,1.79,2.48
