States,2019,2019_lower, 2019_upper
Alto Molócuè,9300 ,6800 , 12 000
Ancuabe,5900 ,3800 , 8500
Angoche,9300 ,6100 , 14 000
Angónia,5000 ,3700 , 6600
Balama,4400 ,2900 , 6300
Beira,57 000 ,49 000 , 65 000
Bilene,15 000 ,13 000 , 17 000
Boane,31 000 ,25 000 , 38 000
Báruè,9300 ,7600 , 12 000
Búzi,11 000 ,8600 , 14 000
Cahora Bassa,3800 ,2600 , 5500
Caia,5900 ,4100 , 8200
Changara,4800 ,3400 , 6600
Chemba,3000 ,2000 , 4200
Cheringoma,2100 ,1400 , 3100
Chibabava,7500 ,5700 , 9700
Chibuto,22 000 ,19 000 , 25 000
Chicualacuala,1200 ,<1000 , 1700
Chifunde,1100 ,<1000 , 1500
Chigubo,1200 ,<1000 , 1600
Chimbunila,1100 ,<1000 , 1700
Chimoio,28 000 ,26 000 , 31 000
Chinde,5800 ,4200 , 7700
Chiúre,10 000 ,8000 , 13 000
Chiúta,1700 ,1200 , 2300
Chongoene,10 000 ,8500 , 12 000
Chókwé,25 000 ,22 000 , 28 000
Cuamba,8300 ,6400 , 10 000
Derre,3300 ,2100 , 4700
Dondo,13 000 ,10 000 , 18 000
Dôa,1600 ,1100 , 2300
Eráti,11 000 ,7300 , 16 000
Funhalouro,1900 ,1400 , 2600
Gilé,7700 ,5700 , 10 000
Gondola,9400 ,7000 , 12 000
Gorongosa,6600 ,4700 , 8800
Govuro,3100 ,2300 , 3900
Guijá,8000 ,6200 , 9900
Guro,3400 ,2300 , 4900
Guruè,10 000 ,7700 , 13 000
Homoíne,4500 ,3300 , 5900
Ibo,<500 ,<500 , <1000
Ile,7600 ,5500 , 9800
Ilha de Moçambique,2000 ,1300 , 2900
Inhambane,5100 ,3900 , 6700
Inharrime,5600 ,4300 , 7200
Inhassoro,4300 ,3500 , 5200
Inhassunge,7900 ,6200 , 9700
Jangamo,3600 ,2600 , 4700
KaMavota,20 000 ,18 000 , 23 000
KaMaxakeni,19 000 ,17 000 , 21 000
KaMpfumu,7900 ,6500 , 9400
KaMubukwana,21 000 ,18 000 , 24 000
KaNyaka,<500 ,<500 , <500
KaTembe,2000 ,1300 , 2700
Lago,2900 ,2100 , 3900
Lalaua,1800 ,1200 , 2700
Larde,3600 ,2200 , 5300
Lichinga,11 000 ,8400 , 14 000
Limpopo,14 000 ,12 000 , 16 000
Liúpo,1200 ,<1000 , 1900
Luabo,2400 ,1600 , 3400
Lugela,7500 ,5200 , 10 000
Mabalane,3000 ,2300 , 3700
Mabote,3600 ,2800 , 4600
Macanga,1100 ,<1000 , 1600
Macate,2500 ,1800 , 3400
Machanga,4600 ,3600 , 5900
Machaze,7500 ,5900 , 9100
Macomia,5900 ,4000 , 8500
Macossa,1400 ,<1000 , 1900
Maganja da Costa,13 000 ,9700 , 17 000
Magude,10 000 ,8400 , 13 000
Majune,<1000 ,<500 , 1100
Malema,4100 ,2700 , 5900
Mandimba,5700 ,4200 , 7900
Mandlakazi,10 000 ,8100 , 13 000
Manhiça,36 000 ,31 000 , 41 000
Manica,11 000 ,9200 , 13 000
Mapai,2000 ,1600 , 2500
Marara,2300 ,1500 , 3500
Marracuene,26 000 ,22 000 , 31 000
Marromeu,11 000 ,8000 , 14 000
Marrupa,1800 ,1200 , 2500
Marávia,1400 ,<1000 , 2000
