States,2019,2019_lower, 2019_upper
Balaka,<500 ,<500 , <500
Blantyre,<500 ,<500 , <500
Blantyre City,<1000 ,<1000 , <1000
Chikwawa,<500 ,<500 , <500
Chiradzulu,<500 ,<200 , <500
Chitipa,<100 ,<100 , <100
Dedza,<500 ,<500 , <500
Dowa,<200 ,<200 , <500
Karonga,<200 ,<200 , <200
Kasungu,<500 ,<500 , <500
Likoma,<100 ,<100 , <100
Lilongwe,<500 ,<500 , <1000
Lilongwe City,<500 ,<500 , <1000
Machinga,<500 ,<500 , <500
Mangochi,<1000 ,<1000 , <1000
Mchinji,<200 ,<200 , <500
Mulanje,<500 ,<500 , <1000
Mwanza,<100 ,<100 , <100
Mzimba North,<100 ,<100 , <200
Mzimba South,<200 ,<200 , <500
Mzuzu City,<200 ,<200 , <200
Neno,<100 ,<100 , <100
Nkhatabay,<200 ,<100 , <200
Nkhotakota,<200 ,<200 , <200
Nsanje,<200 ,<200 , <200
Ntcheu,<500 ,<500 , <500
Ntchisi,<100 ,<100 , <100
Phalombe,<500 ,<500 , <500
Rumphi,<100 ,<100 , <100
Salima,<200 ,<200 , <200
Thyolo,<1000 ,<500 , <1000
Zomba,<1000 ,<500 , <1000
Zomba City,<100 ,<100 , <200
National,8500 ,4700,11 000
