States,2019,2019_lower, 2019_upper
Baringo,0.38 ,0.06 , <0.01
Bomet,0.56 ,0.09 , <0.01
Bungoma,0.14 ,0.06 , <0.01
Busia,1.00 ,0.28 , <0.01
Elgeyo-Marakwet,0.37 ,0.08 , <0.01
Embu,0.47 ,0.09 , <0.01
Garissa,0.01 ,<0.01 , <0.01
Homa Bay,2.99 ,0.81 , <0.01
Isiolo,0.47 ,0.09 , <0.01
Kajiado,1.06 ,0.23 , <0.01
Kakamega,0.75 ,0.17 , <0.01
Kericho,0.81 ,0.15 , <0.01
Kiambu,0.62 ,0.05 , <0.01
Kilifi,0.44 ,0.09 , <0.01
Kirinyaga,0.26 ,0.06 , <0.01
Kisii,1.41 ,0.40 , <0.01
Kisumu,4.62 ,1.32 , 0.01
Kitui,0.61 ,0.14 , <0.01
Kwale,0.40 ,0.07 , <0.01
Laikipia,0.57 ,0.09 , <0.01
Lamu,0.52 ,0.09 , <0.01
Machakos,0.82 ,0.16 , <0.01
Makueni,0.54 ,0.12 , <0.01
Mandera,<0.01 ,<0.01 , <0.01
Marsabit,0.39 ,0.05 , <0.01
Meru,0.58 ,0.14 , <0.01
Migori,2.27 ,0.68 , <0.01
Mombasa,1.49 ,0.25 , <0.01
Murang'a,0.16 ,0.04 , <0.01
Nairobi (County),1.13 ,0.29 , <0.01
Nakuru,0.84 ,0.16 , <0.01
Nandi,0.61 ,0.13 , <0.01
Narok,0.77 ,0.14 , <0.01
Nyamira,0.73 ,0.19 , <0.01
Nyandarua,0.20 ,0.04 , <0.01
Nyeri,0.36 ,0.07 , <0.01
Samburu,0.32 ,0.04 , <0.01
Siaya,4.56 ,1.33 , 0.01
Taita-Taveta,0.53 ,0.11 , <0.01
Tana River,0.13 ,0.02 , <0.01
Tharaka-Nithi,0.56 ,0.12 , <0.01
Trans-Nzoia,0.80 ,0.18 , <0.01
Turkana,0.78 ,0.23 , <0.01
Uasin Gishu,1.03 ,0.22 , <0.01
Vihiga,0.64 ,0.17 , <0.01
Wajir,0.01 ,<0.01 , <0.01
West Pokot,0.19 ,0.04 , <0.01
National,1.11 ,0.71,1.72
