States,2019,2019_lower, 2019_upper
Balaka,4.69 ,4.14 , <0.01
Blantyre,6.27 ,5.56 , <0.01
Blantyre City,7.50 ,6.99 , <0.01
Chikwawa,4.92 ,4.35 , <0.01
Chiradzulu,4.77 ,4.17 , <0.01
Chitipa,1.44 ,1.12 , <0.01
Dedza,2.42 ,2.06 , <0.01
Dowa,1.91 ,1.63 , <0.01
Karonga,3.04 ,2.56 , <0.01
Kasungu,2.37 ,2.03 , <0.01
Likoma,3.21 ,2.44 , <0.01
Lilongwe,2.33 ,2.03 , <0.01
Lilongwe City,3.72 ,3.30 , <0.01
Machinga,4.31 ,3.80 , <0.01
Mangochi,6.23 ,5.68 , <0.01
Mchinji,2.80 ,2.43 , <0.01
Mulanje,5.76 ,5.25 , <0.01
Mwanza,3.30 ,2.69 , <0.01
Mzimba North,3.01 ,2.53 , <0.01
Mzimba South,2.10 ,1.66 , <0.01
Mzuzu City,5.51 ,4.80 , <0.01
Neno,3.33 ,2.76 , <0.01
Nkhatabay,3.09 ,2.40 , <0.01
Nkhotakota,3.66 ,3.23 , <0.01
Nsanje,4.69 ,4.03 , <0.01
Ntcheu,3.60 ,3.13 , <0.01
Ntchisi,1.61 ,1.32 , <0.01
Phalombe,4.82 ,4.04 , <0.01
Rumphi,2.96 ,2.49 , <0.01
Salima,2.59 ,2.18 , <0.01
Thyolo,6.14 ,5.62 , <0.01
Zomba,5.98 ,5.43 , <0.01
Zomba City,7.64 ,6.42 , <0.01
National,4.23 ,3.49,4.82
