States,2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper, 2019,2019_lower, 2019_upper
Central,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,1100 ,<1000 , 1300,1100 ,<1000 , 1300,1000 ,<1000 , 1200,1300 ,<1000 , 1500,1100 ,<1000 , 1300,1100 ,<1000 , 1300
Copperbelt,1400 ,1200 , 1600,1300 ,1100 , 1500,1400 ,1200 , 1600,1500 ,1300 , 1700,1600 ,1400 , 1900,1400 ,1100 , 1600,1100 ,<1000 , 1200,1300 ,1000 , 1500,1400 ,1100 , 1600,1700 ,1300 , 1900
Eastern,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1000,<1000 ,<1000 , <1000
Luapula,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <500,<1000 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <1000
Lusaka,1700 ,1300 , 1900,1700 ,1300 , 1900,1700 ,1300 , 1900,1900 ,1500 , 2300,1900 ,1400 , 2200,1800 ,1400 , 2100,2200 ,1400 , 2700,2400 ,1600 , 3000,2700 ,2400 , 3100,2600 ,1900 , 3400
Muchinga,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<200 ,<200 , <500
North-Western,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<200 , <500,<500 ,<200 , <500
Northern,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <500,<500 ,<500 , <500
Southern,<1000 ,<1000 , 1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1100,<1000 ,<1000 , 1200,1100 ,<1000 , 1400,1200 ,<1000 , 1500,1300 ,1100 , 1800,1200 ,<1000 , 1800,<1000 ,<1000 , 1400
Western,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1200,<1000 ,<500 , <1000,<1000 ,<500 , 1200
National,7000 ,5000,9100,7100 ,5100,9200,7200 ,5200,9300,7500 ,5400,9700,8000 ,5800,10 000,8100 ,5800,11 000,8200 ,5900,11 000,9600 ,6900,12 000,9400 ,6700,12 000,9100 ,6500,12 000
