States,2019,2019_lower, 2019_upper
Arusha CC,1.35 ,0.64 , <0.01
Arusha DC,0.50 ,0.09 , <0.01
Babati DC,0.88 ,0.13 , <0.01
Babati TC,1.95 ,0.34 , <0.01
Bagamoyo DC,17.91 ,10.13 , 0.03
Bahi DC,0.59 ,0.05 , <0.01
Bariadi DC,0.49 ,0.06 , <0.01
Bariadi TC,0.85 ,0.03 , <0.01
Biharamulo DC,0.60 ,0.02 , <0.01
Buchosa DC,1.37 ,0.16 , <0.01
Buhigwe DC,2.21 ,0.36 , <0.01
Bukoba DC,1.00 ,0.13 , <0.01
Bukoba MC,3.36 ,0.26 , 0.02
Bukombe DC,1.50 ,0.10 , <0.01
Bumbuli DC,1.31 ,0.14 , <0.01
Bunda DC,1.92 ,0.30 , <0.01
Bunda TC,0.94 ,0.24 , <0.01
Busega DC,2.46 ,1.18 , <0.01
Busokelo DC,0.52 ,0.17 , <0.01
Butiama DC,2.11 ,0.72 , <0.01
Chake Chake,23.21 ,15.60 , 0.03
Chalinze DC,0.81 ,0.10 , <0.01
Chamwino DC,1.11 ,0.13 , <0.01
Chato DC,0.07 ,0.03 , <0.01
Chemba DC,1.81 ,0.98 , <0.01
Chunya DC,0.64 ,0.05 , <0.01
Dodoma MC,1.43 ,0.21 , <0.01
Gairo DC,0.63 ,0.15 , <0.01
Geita DC,0.52 ,0.10 , <0.01
Geita TC,1.70 ,0.34 , <0.01
Hai DC,1.40 ,0.41 , <0.01
Hanang DC,2.13 ,1.11 , <0.01
Handeni DC,1.88 ,0.60 , <0.01
Handeni TC,5.52 ,0.98 , 0.02
Ifakara TC,0.90 ,0.05 , <0.01
Igunga DC,0.25 ,0.04 , <0.01
Ikungi DC,3.28 ,1.11 , <0.01
Ilala MC,1.20 ,0.10 , <0.01
Ileje DC,1.61 ,0.13 , <0.01
Ilemela MC,0.43 ,0.04 , <0.01
Iramba DC,1.39 ,0.41 , <0.01
Iringa DC,4.62 ,0.78 , 0.02
Iringa MC,0.72 ,0.31 , <0.01
Itigi DC,25.79 ,9.81 , 0.06
Itilima DC,2.18 ,1.47 , <0.01
Kahama TC,0.67 ,0.20 , <0.01
Kakonko DC,0.25 ,0.03 , <0.01
Kalambo DC,0.59 ,0.02 , <0.01
Kaliua DC,0.89 ,0.18 , <0.01
Karagwe DC,0.62 ,0.07 , <0.01
Karatu DC,0.61 ,0.04 , <0.01
Kaskazini A,0.93 ,0.14 , <0.01
Kaskazini B,0.11 ,0.04 , <0.01
Kasulu DC,0.08 ,0.01 , <0.01
Kasulu TC,1.32 ,0.20 , <0.01
Kati,0.50 ,0.06 , <0.01
Kibaha DC,2.66 ,1.48 , <0.01
Kibaha TC,1.03 ,0.52 , <0.01
Kibiti DC,0.56 ,0.26 , <0.01
Kibondo DC,0.52 ,0.04 , <0.01
Kigamboni MC,0.44 ,0.23 , <0.01
