States,2019,2019_lower, 2019_upper
Kigoma DC,0.30 ,0.02 , <0.01
Kigoma Ujiji MC,0.80 ,0.40 , <0.01
Kilindi DC,2.38 ,0.63 , <0.01
Kilolo DC,0.22 ,0.11 , <0.01
Kilombero DC,7.10 ,2.82 , 0.02
Kilosa DC,0.31 ,0.21 , <0.01
Kilwa DC,1.92 ,0.59 , <0.01
Kinondoni MC,0.84 ,0.52 , <0.01
Kisarawe DC,11.87 ,6.34 , 0.02
Kishapu DC,1.15 ,0.29 , <0.01
Kiteto DC,0.53 ,0.04 , <0.01
Kondoa DC,1.71 ,0.28 , <0.01
Kondoa TC,17.23 ,8.46 , 0.03
Kongwa DC,1.89 ,0.68 , <0.01
Korogwe DC,0.89 ,0.57 , <0.01
Korogwe TC,6.97 ,1.11 , 0.02
Kusini,0.25 ,0.07 , <0.01
Kwimba DC,36.74 ,15.22 , 0.08
Kyela DC,2.30 ,0.99 , <0.01
Kyerwa DC,3.68 ,1.19 , <0.01
Lindi DC,1.97 ,0.65 , <0.01
Lindi MC,1.58 ,0.44 , <0.01
Liwale DC,5.53 ,1.55 , 0.01
Longido DC,3.48 ,1.86 , <0.01
Ludewa DC,4.13 ,0.57 , 0.02
Lushoto DC,1.47 ,0.07 , <0.01
Madaba DC,1.94 ,0.34 , <0.01
Mafia DC,0.23 ,0.05 , <0.01
Mafinga TC,1.98 ,0.20 , <0.01
Magharibi A,0.08 ,0.03 , <0.01
Magharibi B,0.89 ,0.49 , <0.01
Magu DC,1.79 ,0.22 , <0.01
Makambako TC,23.03 ,16.93 , 0.03
Makete DC,0.49 ,0.05 , <0.01
Malinyi DC,6.15 ,4.08 , <0.01
Manyoni DC,3.51 ,0.28 , 0.02
Masasi DC,0.36 ,0.18 , <0.01
Masasi TC,7.24 ,0.87 , 0.03
Maswa DC,2.12 ,0.38 , <0.01
Mbarali DC,2.10 ,0.11 , <0.01
Mbeya CC,3.78 ,1.58 , <0.01
Mbeya DC,1.27 ,0.31 , <0.01
Mbinga DC,2.07 ,0.70 , <0.01
Mbinga TC,2.02 ,0.32 , <0.01
Mbogwe DC,7.75 ,5.24 , 0.01
Mbozi DC,0.66 ,0.25 , <0.01
Mbulu DC,0.43 ,0.03 , <0.01
Mbulu TC,1.40 ,0.20 , <0.01
Meatu DC,0.85 ,0.12 , <0.01
Meru DC,1.76 ,0.20 , <0.01
Micheweni,3.56 ,1.98 , <0.01
Missenyi DC,0.61 ,0.10 , <0.01
Misungwi DC,0.36 ,0.04 , <0.01
Mjini,2.39 ,0.75 , <0.01
Mkalama DC,0.48 ,0.02 , <0.01
Mkinga DC,2.55 ,0.65 , <0.01
Mkoani,0.74 ,0.05 , <0.01
Mkuranga DC,0.30 ,0.03 , <0.01
Mlele DC,5.00 ,1.94 , 0.01
Momba DC,6.37 ,3.37 , 0.01
Monduli DC,0.80 ,0.18 , <0.01
Morogoro DC,1.99 ,0.20 , <0.01
Morogoro MC,0.91 ,0.06 , <0.01
Moshi DC,1.06 ,0.50 , <0.01
Moshi MC,0.48 ,0.06 , <0.01
Mpanda DC,0.28 ,0.14 , <0.01
Mpanda TC,1.84 ,1.37 , <0.01
Mpimbwe DC,0.41 ,0.04 , <0.01
Mpwapwa DC,1.53 ,0.14 , <0.01
Msalala DC,2.23 ,0.57 , <0.01
Mtwara DC,0.58 ,0.33 , <0.01
Mtwara Mikindani MC,12.63 ,5.33 , 0.02
Mufindi DC,2.81 ,1.34 , <0.01
Muheza DC,0.08 ,0.03 , <0.01
Muleba DC,0.56 ,0.12 , <0.01
Musoma DC,0.01 ,<0.01 , <0.01
Musoma MC,2.87 ,1.21 , <0.01
Mvomero DC,1.76 ,0.26 , <0.01
Mwanga DC,0.22 ,0.09 , <0.01
Nachingwea DC,1.24 ,0.10 , <0.01
Namtumbo DC,0.04 ,<0.01 , <0.01
Nanyamba TC,7.51 ,4.64 , 0.01
Nanyumbu DC,1.96 ,0.14 , <0.01
Newala DC,1.44 ,0.11 , <0.01
Newala TC,3.28 ,0.51 , 0.01
Ngara DC,0.38 ,0.02 , <0.01
Ngorongoro DC,9.11 ,4.03 , 0.02
Njombe DC,2.64 ,0.11 , 0.02
Njombe TC,0.76 ,0.05 , <0.01
Nkasi DC,3.66 ,1.33 , <0.01
Nsimbo DC,0.10 ,0.01 , <0.01
Nyamagana MC,0.25 ,0.03 , <0.01
Nyang'hwale DC,0.73 ,0.39 , <0.01
Nyasa DC,3.31 ,1.64 , <0.01
Nzega DC,1.04 ,0.38 , <0.01
Nzega TC,7.31 ,1.97 , 0.02
Pangani DC,0.95 ,0.31 , <0.01
Rombo DC,0.23 ,0.06 , <0.01
Rorya DC,1.05 ,0.13 , <0.01
Ruangwa DC,5.34 ,1.82 , 0.01
Rufiji DC,10.45 ,1.00 , 0.04
Rungwe DC,10.90 ,3.22 , 0.03
Same DC,1.46 ,0.47 , <0.01
Sengerema DC,0.44 ,0.06 , <0.01
Serengeti DC,0.36 ,0.03 , <0.01
Shinyanga DC,<0.01 ,<0.01 , <0.01
Shinyanga MC,2.20 ,0.68 , <0.01
Siha DC,4.16 ,0.55 , 0.02
Sikonge DC,1.07 ,0.07 , <0.01
Simanjiro DC,0.85 ,0.38 , <0.01
Singida DC,2.43 ,0.84 , <0.01
Singida MC,4.87 ,1.77 , 0.01
Songea DC,1.95 ,1.19 , <0.01
Songea MC,5.02 ,2.87 , <0.01
Songwe DC,1.97 ,0.14 , 0.01
Sumbawanga DC,1.20 ,0.59 , <0.01
Sumbawanga MC,1.33 ,0.15 , <0.01
Tabora MC,1.40 ,0.27 , <0.01
Tandahimba DC,1.53 ,0.11 , <0.01
Tanga CC,3.37 ,1.49 , <0.01
Tarime DC,0.24 ,<0.01 , <0.01
Tarime TC,0.10 ,0.02 , <0.01
Temeke MC,0.50 ,0.06 , <0.01
Tunduma TC,0.94 ,0.07 , <0.01
Tunduru DC,1.49 ,0.37 , <0.01
Ubungo MC,0.34 ,0.12 , <0.01
Ukerewe DC,0.88 ,0.11 , <0.01
Ulanga DC,2.41 ,0.51 , <0.01
Urambo DC,0.65 ,0.03 , <0.01
Ushetu DC,3.97 ,1.49 , <0.01
Uvinza DC,0.56 ,0.03 , <0.01
Uyui DC,0.37 ,0.03 , <0.01
Wanging'ombe DC,5.42 ,2.44 , 0.01
Wete,1.29 ,0.53 , <0.01
National,2.30 ,1.19,3.01
