States,2019,2019_lower, 2019_upper
Arusha CC,0.87 ,0.41 , <0.01
Arusha DC,0.32 ,0.06 , <0.01
Babati DC,0.58 ,0.09 , <0.01
Babati TC,1.29 ,0.23 , <0.01
Bagamoyo DC,11.79 ,6.52 , 0.02
Bahi DC,0.38 ,0.03 , <0.01
Bariadi DC,0.31 ,0.03 , <0.01
Bariadi TC,0.55 ,0.02 , <0.01
Biharamulo DC,0.39 ,0.01 , <0.01
Buchosa DC,0.88 ,0.11 , <0.01
Buhigwe DC,1.36 ,0.22 , <0.01
Bukoba DC,0.64 ,0.08 , <0.01
Bukoba MC,2.19 ,0.16 , 0.01
Bukombe DC,0.96 ,0.06 , <0.01
Bumbuli DC,0.84 ,0.09 , <0.01
Bunda DC,1.25 ,0.20 , <0.01
Bunda TC,0.61 ,0.15 , <0.01
Busega DC,1.59 ,0.77 , <0.01
Busokelo DC,0.33 ,0.11 , <0.01
Butiama DC,1.35 ,0.47 , <0.01
Chake Chake,15.05 ,9.58 , 0.02
Chalinze DC,0.53 ,0.06 , <0.01
Chamwino DC,0.71 ,0.09 , <0.01
Chato DC,0.05 ,0.02 , <0.01
Chemba DC,1.17 ,0.61 , <0.01
Chunya DC,0.42 ,0.04 , <0.01
Dodoma MC,0.95 ,0.14 , <0.01
Gairo DC,0.41 ,0.10 , <0.01
Geita DC,0.34 ,0.07 , <0.01
Geita TC,1.09 ,0.22 , <0.01
Hai DC,0.91 ,0.26 , <0.01
Hanang DC,1.39 ,0.75 , <0.01
Handeni DC,1.23 ,0.40 , <0.01
Handeni TC,3.60 ,0.64 , 0.01
Ifakara TC,0.59 ,0.03 , <0.01
Igunga DC,0.16 ,0.03 , <0.01
Ikungi DC,2.16 ,0.74 , <0.01
Ilala MC,0.76 ,0.06 , <0.01
Ileje DC,1.03 ,0.08 , <0.01
Ilemela MC,0.28 ,0.03 , <0.01
Iramba DC,0.90 ,0.26 , <0.01
Iringa DC,3.00 ,0.49 , 0.01
Iringa MC,0.47 ,0.21 , <0.01
Itigi DC,16.57 ,6.20 , 0.04
Itilima DC,1.35 ,0.94 , <0.01
Kahama TC,0.43 ,0.13 , <0.01
Kakonko DC,0.17 ,0.02 , <0.01
Kalambo DC,0.38 ,0.02 , <0.01
Kaliua DC,0.57 ,0.11 , <0.01
Karagwe DC,0.41 ,0.04 , <0.01
Karatu DC,0.41 ,0.03 , <0.01
Kaskazini A,0.59 ,0.09 , <0.01
Kaskazini B,0.07 ,0.03 , <0.01
Kasulu DC,0.05 ,<0.01 , <0.01
Kasulu TC,0.84 ,0.13 , <0.01
Kati,0.33 ,0.04 , <0.01
Kibaha DC,1.78 ,1.01 , <0.01
Kibaha TC,0.68 ,0.33 , <0.01
Kibiti DC,0.35 ,0.16 , <0.01
Kibondo DC,0.34 ,0.03 , <0.01
Kigamboni MC,0.28 ,0.16 , <0.01
Kigoma DC,0.19 ,<0.01 , <0.01
Kigoma Ujiji MC,0.52 ,0.27 , <0.01
Kilindi DC,1.55 ,0.41 , <0.01
Kilolo DC,0.15 ,0.07 , <0.01
Kilombero DC,4.66 ,1.82 , 0.01
Kilosa DC,0.20 ,0.14 , <0.01
Kilwa DC,1.24 ,0.37 , <0.01
Kinondoni MC,0.53 ,0.34 , <0.01
Kisarawe DC,7.81 ,4.03 , 0.01
Kishapu DC,0.75 ,0.19 , <0.01
Kiteto DC,0.34 ,0.03 , <0.01
Kondoa DC,1.13 ,0.18 , <0.01
Kondoa TC,10.92 ,5.28 , 0.02
Kongwa DC,1.19 ,0.44 , <0.01
Korogwe DC,0.58 ,0.38 , <0.01
Korogwe TC,4.57 ,0.75 , 0.02
Kusini,0.13 ,0.04 , <0.01
Kwimba DC,22.93 ,9.54 , 0.05
Kyela DC,1.45 ,0.65 , <0.01
Kyerwa DC,2.31 ,0.73 , <0.01
Lindi DC,1.26 ,0.43 , <0.01
Lindi MC,1.04 ,0.29 , <0.01
Liwale DC,3.55 ,1.00 , <0.01
Longido DC,2.15 ,1.18 , <0.01
Ludewa DC,2.68 ,0.38 , 0.01
Lushoto DC,0.91 ,0.05 , <0.01
Madaba DC,1.29 ,0.22 , <0.01
Mafia DC,0.15 ,0.03 , <0.01
Mafinga TC,1.32 ,0.14 , <0.01
Magharibi A,0.05 ,0.02 , <0.01
Magharibi B,0.56 ,0.31 , <0.01
Magu DC,1.15 ,0.14 , <0.01
Makambako TC,13.88 ,10.56 , 0.02
Makete DC,0.32 ,0.03 , <0.01
Malinyi DC,3.88 ,2.70 , <0.01
Manyoni DC,2.27 ,0.18 , 0.01
Masasi DC,0.23 ,0.12 , <0.01
Masasi TC,4.67 ,0.56 , 0.02
Maswa DC,1.39 ,0.27 , <0.01
Mbarali DC,1.33 ,0.07 , <0.01
Mbeya CC,2.46 ,1.03 , <0.01
Mbeya DC,0.81 ,0.20 , <0.01
Mbinga DC,1.36 ,0.44 , <0.01
Mbinga TC,1.32 ,0.21 , <0.01
Mbogwe DC,4.76 ,3.27 , <0.01
Mbozi DC,0.43 ,0.17 , <0.01
Mbulu DC,0.28 ,0.02 , <0.01
Mbulu TC,0.92 ,0.13 , <0.01
Meatu DC,0.54 ,0.08 , <0.01
Meru DC,1.10 ,0.12 , <0.01
Micheweni,2.27 ,1.31 , <0.01
Missenyi DC,0.40 ,0.07 , <0.01
Misungwi DC,0.23 ,0.02 , <0.01
Mjini,1.57 ,0.48 , <0.01
Mkalama DC,0.32 ,0.02 , <0.01
Mkinga DC,1.62 ,0.41 , <0.01
Mkoani,0.48 ,0.03 , <0.01
Mkuranga DC,0.18 ,0.02 , <0.01
Mlele DC,3.24 ,1.25 , <0.01
Momba DC,3.91 ,2.12 , <0.01
Monduli DC,0.50 ,0.11 , <0.01
Morogoro DC,1.28 ,0.13 , <0.01
Morogoro MC,0.59 ,0.04 , <0.01
Moshi DC,0.69 ,0.34 , <0.01
Moshi MC,0.31 ,0.04 , <0.01
Mpanda DC,0.18 ,0.09 , <0.01
Mpanda TC,1.17 ,0.90 , <0.01
Mpimbwe DC,0.27 ,0.03 , <0.01
Mpwapwa DC,0.98 ,0.09 , <0.01
Msalala DC,1.41 ,0.35 , <0.01
Mtwara DC,0.36 ,0.20 , <0.01
Mtwara Mikindani MC,8.31 ,3.38 , 0.02
Mufindi DC,1.80 ,0.88 , <0.01
Muheza DC,0.05 ,0.02 , <0.01
Muleba DC,0.36 ,0.08 , <0.01
Musoma DC,<0.01 ,<0.01 , <0.01
Musoma MC,1.83 ,0.78 , <0.01
Mvomero DC,1.15 ,0.17 , <0.01
Mwanga DC,0.14 ,0.05 , <0.01
