States,2019,2019_lower, 2019_upper
Balaka,2600 ,2200 , 3000
Blantyre,3700 ,3200 , 4300
Blantyre City,6300 ,5700 , 6900
Chikwawa,3500 ,3000 , 4000
Chiradzulu,3000 ,2600 , 3400
Chitipa,<1000 ,<500 , <1000
Dedza,2800 ,2400 , 3300
Dowa,2200 ,1800 , 2600
Karonga,1800 ,1600 , 2000
Kasungu,2700 ,2200 , 3200
Likoma,<100 ,<100 , <100
Lilongwe,5000 ,4300 , 5800
Lilongwe City,5100 ,4600 , 5600
Machinga,3400 ,2900 , 3900
Mangochi,6900 ,6200 , 7600
Mchinji,2500 ,2200 , 2900
Mulanje,5800 ,5300 , 6400
Mwanza,<1000 ,<500 , <1000
Mzimba North,1300 ,1100 , 1600
Mzimba South,3100 ,2700 , 3500
Mzuzu City,1400 ,1200 , 1700
Neno,<1000 ,<1000 , <1000
Nkhatabay,1600 ,1400 , 1900
Nkhotakota,1700 ,1500 , 2000
Nsanje,2300 ,2000 , 2500
Ntcheu,3700 ,3200 , 4100
Ntchisi,<1000 ,<1000 , <1000
Phalombe,3600 ,3200 , 4000
Rumphi,1000 ,<1000 , 1200
Salima,1700 ,1400 , 2000
Thyolo,7300 ,6500 , 8100
Zomba,5700 ,5100 , 6400
Zomba City,<1000 ,<1000 , 1100
National,93 000 ,54 000,190 000
