States,2019,2019_lower, 2019_upper
Abim,0.9 ,0.7 , 1.1
Adjumani,1.0 ,0.6 , 1.5
Agago,2.2 ,1.5 , 3.0
Alebtong,2.3 ,1.8 , 2.8
Amolatar,2.4 ,1.9 , 3.0
Amudat,0.3 ,0.2 , 0.4
Amuria,1.4 ,1.1 , 1.9
Amuru,1.6 ,1.1 , 2.3
Apac,2.6 ,2.0 , 3.3
Arua,1.0 ,0.8 , 1.3
Budaka,0.9 ,0.6 , 1.2
Bududa,0.6 ,0.5 , 0.8
Bugiri,0.7 ,0.5 , 0.9
Bugweri,0.8 ,0.6 , 1.1
Buhweju,1.3 ,0.9 , 1.8
Buikwe,2.7 ,2.0 , 3.6
Bukedea,0.8 ,0.6 , 1.0
Bukomansimbi,2.5 ,1.9 , 3.2
Bukwo,0.5 ,0.4 , 0.7
Bulambuli,0.7 ,0.6 , 1.0
Buliisa,1.1 ,0.7 , 1.5
Bundibugyo,0.8 ,0.5 , 1.2
Bunyangabu,2.5 ,1.9 , 3.1
Bushenyi,2.2 ,1.6 , 3.1
Busia,1.8 ,1.5 , 2.2
Butaleja,0.6 ,0.4 , 0.9
Butambala,3.0 ,2.0 , 4.5
Butebo,0.5 ,0.3 , 0.8
Buvuma,1.7 ,1.4 , 2.1
Buyende,0.8 ,0.5 , 1.1
Dokolo,2.6 ,2.0 , 3.4
Gomba,2.1 ,1.5 , 2.8
Gulu,5.3 ,3.9 , 6.9
Hoima,2.4 ,2.0 , 2.9
Ibanda,2.3 ,1.5 , 3.2
Iganga,1.0 ,0.7 , 1.4
Isingiro,1.6 ,1.2 , 2.1
Jinja,1.8 ,1.3 , 2.4
Kaabong,0.4 ,0.3 , 0.6
Kabale,2.0 ,1.7 , 2.4
Kabarole,5.0 ,3.8 , 6.3
Kaberamaido,1.5 ,1.2 , 1.9
Kagadi,1.9 ,1.4 , 2.6
Kakumiro,1.1 ,0.7 , 1.6
Kalaki,1.1 ,0.7 , 1.6
Kalangala,5.2 ,4.3 , 6.2
Kaliro,0.8 ,0.6 , 1.1
Kalungu,3.9 ,2.7 , 5.4
Kampala,2.7 ,2.3 , 3.1
Kamuli,1.3 ,0.9 , 1.8
Kamwenge,1.3 ,0.8 , 1.9
Kanungu,2.6 ,2.1 , 3.1
Kapchorwa,0.7 ,0.5 , 1.0
Kapelebyong,1.2 ,0.8 , 1.7
Karenga,0.2 ,0.1 , 0.3
Kasese,0.9 ,0.6 , 1.2
Kassanda,1.9 ,1.5 , 2.5
Katakwi,2.3 ,1.8 , 2.9
Kayunga,2.5 ,1.8 , 3.4
Kazo,1.5 ,1.2 , 1.9
Kibaale,1.4 ,1.1 , 1.9
Kiboga,2.2 ,1.5 , 3.2
Kibuku,0.6 ,0.5 , 0.8
Kikuube,1.3 ,0.9 , 1.8
Kiruhura,2.1 ,1.5 , 2.8
Kiryandongo,1.4 ,1.0 , 2.0
Kisoro,0.8 ,0.6 , 1.1
Kitagwenda,1.9 ,1.4 , 2.4
Kitgum,2.2 ,1.5 , 3.1
Koboko,0.8 ,0.6 , 0.9
Kole,2.4 ,1.8 , 3.1
Kotido,0.4 ,0.3 , 0.6
Kumi,1.0 ,0.7 , 1.4
Kwania,2.5 ,1.8 , 3.4
Kween,0.5 ,0.3 , 0.7
Kyankwanzi,1.6 ,1.2 , 2.2
Kyegegwa,1.6 ,1.1 , 2.1
Kyenjojo,2.5 ,2.0 , 3.1
