States,2019,2019_lower, 2019_upper
Abim,0.61 ,0.43 , <0.01
Adjumani,0.68 ,0.44 , <0.01
Agago,1.29 ,0.88 , <0.01
Alebtong,1.44 ,1.08 , <0.01
Amolatar,1.57 ,1.20 , <0.01
Amudat,0.19 ,0.13 , <0.01
Amuria,0.82 ,0.60 , <0.01
Amuru,1.06 ,0.71 , <0.01
Apac,1.72 ,1.28 , <0.01
Arua,0.68 ,0.52 , <0.01
Budaka,0.59 ,0.41 , <0.01
Bududa,0.42 ,0.31 , <0.01
Bugiri,0.47 ,0.31 , <0.01
Bugweri,0.56 ,0.39 , <0.01
Buhweju,0.88 ,0.59 , <0.01
Buikwe,1.86 ,1.40 , <0.01
Bukedea,0.49 ,0.38 , <0.01
Bukomansimbi,1.33 ,0.98 , <0.01
Bukwo,0.40 ,0.27 , <0.01
Bulambuli,0.60 ,0.40 , <0.01
Buliisa,0.77 ,0.50 , <0.01
Bundibugyo,0.60 ,0.39 , <0.01
Bunyangabu,1.55 ,1.14 , <0.01
Bushenyi,1.47 ,1.04 , <0.01
Busia,1.26 ,0.93 , <0.01
Butaleja,0.42 ,0.26 , <0.01
Butambala,1.75 ,1.13 , <0.01
Butebo,0.37 ,0.23 , <0.01
Buvuma,1.39 ,1.00 , <0.01
Buyende,0.48 ,0.31 , <0.01
Dokolo,1.65 ,1.22 , <0.01
Gomba,1.30 ,0.95 , <0.01
Gulu,3.19 ,2.43 , <0.01
Hoima,1.69 ,1.30 , <0.01
Ibanda,1.44 ,0.96 , <0.01
Iganga,0.78 ,0.53 , <0.01
Isingiro,0.98 ,0.70 , <0.01
Jinja,1.26 ,0.94 , <0.01
Kaabong,0.38 ,0.25 , <0.01
Kabale,1.33 ,1.07 , <0.01
Kabarole,2.88 ,2.27 , <0.01
Kaberamaido,0.90 ,0.68 , <0.01
Kagadi,1.14 ,0.81 , <0.01
Kakumiro,0.72 ,0.45 , <0.01
Kalaki,0.61 ,0.40 , <0.01
Kalangala,4.04 ,3.13 , <0.01
Kaliro,0.57 ,0.39 , <0.01
Kalungu,2.00 ,1.44 , <0.01
Kampala,2.30 ,1.99 , <0.01
Kamuli,0.86 ,0.59 , <0.01
Kamwenge,0.80 ,0.52 , <0.01
Kanungu,1.53 ,1.20 , <0.01
Kapchorwa,0.60 ,0.39 , <0.01
Kapelebyong,0.71 ,0.47 , <0.01
Karenga,0.12 ,0.08 , <0.01
Kasese,0.62 ,0.42 , <0.01
Kassanda,1.27 ,0.95 , <0.01
Katakwi,1.29 ,1.00 , <0.01
Kayunga,1.62 ,1.16 , <0.01
Kazo,1.00 ,0.73 , <0.01
Kibaale,0.92 ,0.66 , <0.01
Kiboga,1.48 ,1.00 , <0.01
Kibuku,0.41 ,0.29 , <0.01
Kikuube,0.89 ,0.60 , <0.01
Kiruhura,1.44 ,1.02 , <0.01
Kiryandongo,1.02 ,0.66 , <0.01
Kisoro,0.55 ,0.39 , <0.01
Kitagwenda,1.15 ,0.84 , <0.01
Kitgum,1.36 ,0.94 , <0.01
Koboko,0.54 ,0.41 , <0.01
Kole,1.48 ,1.06 , <0.01
Kotido,0.28 ,0.18 , <0.01
Kumi,0.64 ,0.45 , <0.01
Kwania,1.65 ,1.18 , <0.01
Kween,0.43 ,0.27 , <0.01
Kyankwanzi,1.13 ,0.80 , <0.01
Kyegegwa,1.02 ,0.71 , <0.01
Kyenjojo,1.55 ,1.22 , <0.01
Kyotera,2.31 ,1.74 , <0.01
Lamwo,1.51 ,1.02 , <0.01
Lira,1.88 ,1.34 , <0.01
Luuka,0.72 ,0.49 , <0.01
Luwero,1.84 ,1.44 , <0.01
Lwengo,1.76 ,1.32 , <0.01
Lyantonde,2.06 ,1.40 , <0.01
Madi Okollo,0.62 ,0.42 , <0.01
Manafwa,0.61 ,0.42 , <0.01
Maracha,0.30 ,0.19 , <0.01
Masaka,2.44 ,1.89 , <0.01
Masindi,1.41 ,0.94 , <0.01
Mayuge,1.05 ,0.77 , <0.01
Mbale,1.07 ,0.83 , <0.01
Mbarara,3.65 ,2.91 , <0.01
Mitooma,1.20 ,0.91 , <0.01
Mityana,1.55 ,1.06 , <0.01
Moroto,0.45 ,0.33 , <0.01
Moyo,0.60 ,0.41 , <0.01
Mpigi,2.06 ,1.62 , <0.01
Mubende,1.51 ,1.10 , <0.01
Mukono,1.76 ,1.39 , <0.01
Nabilatuk,0.07 ,0.04 , <0.01
Nakapiripirit,0.34 ,0.25 , <0.01
Nakaseke,1.56 ,1.14 , <0.01
Nakasongola,1.32 ,0.93 , <0.01
Namayingo,1.58 ,1.16 , <0.01
Namisindwa,0.44 ,0.31 , <0.01
Namutumba,0.44 ,0.33 , <0.01
Napak,0.30 ,0.21 , <0.01
Nebbi,0.83 ,0.56 , <0.01
Ngora,0.59 ,0.39 , <0.01
Ntoroko,1.14 ,0.78 , <0.01
Ntungamo,1.18 ,0.89 , <0.01
Nwoya,0.95 ,0.69 , <0.01
Obongi,0.47 ,0.27 , <0.01
Omoro,1.63 ,1.14 , <0.01
Otuke,1.12 ,0.75 , <0.01
Oyam,1.61 ,1.20 , <0.01
Pader,1.81 ,1.21 , <0.01
Pakwach,1.00 ,0.72 , <0.01
Pallisa,0.40 ,0.30 , <0.01
Rakai,1.10 ,0.81 , <0.01
Rubanda,0.45 ,0.27 , <0.01
Rubirizi,1.70 ,1.16 , <0.01
Rukiga,1.04 ,0.69 , <0.01
Rukungiri,1.34 ,0.96 , <0.01
Rwampara,1.06 ,0.75 , <0.01
Serere,0.55 ,0.39 , <0.01
Sheema,1.81 ,1.27 , <0.01
Sironko,0.72 ,0.50 , <0.01
Soroti,1.09 ,0.85 , <0.01
Ssembabule,1.14 ,0.78 , <0.01
Tororo,1.27 ,1.00 , <0.01
Wakiso,2.03 ,1.75 , <0.01
Yumbe,0.25 ,0.17 , <0.01
Zombo,0.78 ,0.53 , <0.01
National,1.57 ,1.24,2.09
