States,2019,2019_lower, 2019_upper
Balaka,12.1 ,11.0 , 13.3
Blantyre,16.4 ,14.6 , 18.1
Blantyre City,18.7 ,17.6 , 19.8
Chikwawa,11.4 ,10.2 , 12.7
Chiradzulu,15.4 ,14.0 , 16.8
Chitipa,4.4 ,3.6 , 5.2
Dedza,6.1 ,5.4 , 6.8
Dowa,4.3 ,3.7 , 5.0
Karonga,8.4 ,7.5 , 9.3
Kasungu,5.5 ,4.7 , 6.2
Likoma,8.9 ,7.7 , 10.1
Lilongwe,5.2 ,4.6 , 5.9
Lilongwe City,12.6 ,11.8 , 13.6
Machinga,11.1 ,10.0 , 12.4
Mangochi,14.5 ,13.4 , 15.7
Mchinji,6.7 ,5.9 , 7.5
Mulanje,18.7 ,17.5 , 19.7
Mwanza,9.0 ,7.8 , 10.4
Mzimba North,7.7 ,6.5 , 9.0
Mzimba South,5.4 ,4.7 , 6.1
Mzuzu City,13.0 ,11.2 , 14.9
Neno,10.5 ,9.3 , 11.9
Nkhatabay,8.1 ,7.2 , 9.1
Nkhotakota,7.9 ,6.9 , 8.9
Nsanje,14.4 ,12.8 , 15.9
Ntcheu,9.6 ,8.7 , 10.6
Ntchisi,3.7 ,3.2 , 4.4
Phalombe,14.1 ,13.0 , 15.1
Rumphi,7.0 ,6.1 , 8.1
Salima,7.5 ,6.6 , 8.4
Thyolo,15.8 ,14.6 , 17.0
Zomba,15.3 ,14.1 , 16.6
Zomba City,20.0 ,17.3 , 22.8
National,10.8 ,9.4,11.7
