States,2019,2019_lower, 2019_upper
Balaka,<100 ,<100 , <100
Blantyre,<200 ,<200 , <200
Blantyre City,<500 ,<500 , <500
Chikwawa,<200 ,<200 , <200
Chiradzulu,<100 ,<100 , <100
Chitipa,<100 ,<100 , <100
Dedza,<100 ,<100 , <200
Dowa,<100 ,<100 , <100
Karonga,<100 ,<100 , <100
Kasungu,<100 ,<100 , <200
Likoma,<100 ,<100 , <100
Lilongwe,<200 ,<200 , <500
Lilongwe City,<500 ,<500 , <500
Machinga,<200 ,<200 , <200
Mangochi,<500 ,<500 , <500
Mchinji,<100 ,<100 , <100
Mulanje,<200 ,<200 , <200
Mwanza,<100 ,<100 , <100
Mzimba North,<100 ,<100 , <100
Mzimba South,<100 ,<100 , <100
Mzuzu City,<100 ,<100 , <100
Neno,<100 ,<100 , <100
Nkhatabay,<100 ,<100 , <100
Nkhotakota,<100 ,<100 , <100
Nsanje,<100 ,<100 , <100
Ntcheu,<200 ,<100 , <200
Ntchisi,<100 ,<100 , <100
Phalombe,<100 ,<100 , <200
Rumphi,<100 ,<100 , <100
Salima,<100 ,<100 , <100
Thyolo,<200 ,<200 , <500
Zomba,<200 ,<200 , <500
Zomba City,<100 ,<100 , <100
National,3400 ,<1000,4800
