States,2019,2019_lower, 2019_upper
Balaka,3.60 ,3.19 , <0.01
Blantyre,4.91 ,4.37 , <0.01
Blantyre City,5.98 ,5.59 , <0.01
Chikwawa,3.80 ,3.38 , <0.01
Chiradzulu,3.74 ,3.27 , <0.01
Chitipa,1.11 ,0.86 , <0.01
Dedza,1.89 ,1.62 , <0.01
Dowa,1.47 ,1.26 , <0.01
Karonga,2.35 ,1.99 , <0.01
Kasungu,1.83 ,1.57 , <0.01
Likoma,2.49 ,1.90 , <0.01
Lilongwe,1.82 ,1.58 , <0.01
Lilongwe City,2.97 ,2.64 , <0.01
Machinga,3.32 ,2.93 , <0.01
Mangochi,4.82 ,4.41 , <0.01
Mchinji,2.17 ,1.88 , <0.01
Mulanje,4.50 ,4.11 , <0.01
Mwanza,2.57 ,2.10 , <0.01
Mzimba North,2.34 ,1.97 , <0.01
Mzimba South,1.62 ,1.28 , <0.01
Mzuzu City,4.37 ,3.82 , <0.01
Neno,2.58 ,2.14 , <0.01
Nkhatabay,2.37 ,1.84 , <0.01
Nkhotakota,2.82 ,2.49 , <0.01
Nsanje,3.62 ,3.12 , <0.01
Ntcheu,2.80 ,2.44 , <0.01
Ntchisi,1.24 ,1.02 , <0.01
Phalombe,3.71 ,3.12 , <0.01
Rumphi,2.28 ,1.92 , <0.01
Salima,2.00 ,1.68 , <0.01
Thyolo,4.84 ,4.44 , <0.01
Zomba,4.63 ,4.22 , <0.01
Zomba City,6.05 ,5.12 , <0.01
National,3.31 ,1.81,4.37
