States,2019,2019_lower, 2019_upper
Arusha CC,0.66 ,0.31 , <0.01
Arusha DC,0.24 ,0.04 , <0.01
Babati DC,0.43 ,0.07 , <0.01
Babati TC,0.98 ,0.17 , <0.01
Bagamoyo DC,8.02 ,4.65 , 0.01
Bahi DC,0.28 ,0.02 , <0.01
Bariadi DC,0.24 ,0.03 , <0.01
Bariadi TC,0.42 ,0.01 , <0.01
Biharamulo DC,0.30 ,0.01 , <0.01
Buchosa DC,0.69 ,0.08 , <0.01
Buhigwe DC,1.03 ,0.17 , <0.01
Bukoba DC,0.47 ,0.06 , <0.01
Bukoba MC,1.59 ,0.12 , <0.01
Bukombe DC,0.75 ,0.05 , <0.01
Bumbuli DC,0.66 ,0.07 , <0.01
Bunda DC,0.95 ,0.15 , <0.01
Bunda TC,0.46 ,0.12 , <0.01
Busega DC,1.21 ,0.57 , <0.01
Busokelo DC,0.24 ,0.08 , <0.01
Butiama DC,1.04 ,0.35 , <0.01
Chake Chake,11.09 ,7.55 , 0.02
Chalinze DC,0.38 ,0.04 , <0.01
Chamwino DC,0.53 ,0.06 , <0.01
Chato DC,0.03 ,0.01 , <0.01
Chemba DC,0.92 ,0.51 , <0.01
Chunya DC,0.31 ,0.03 , <0.01
Dodoma MC,0.69 ,0.10 , <0.01
Gairo DC,0.31 ,0.08 , <0.01
Geita DC,0.27 ,0.05 , <0.01
Geita TC,0.84 ,0.16 , <0.01
Hai DC,0.63 ,0.18 , <0.01
Hanang DC,1.07 ,0.54 , <0.01
Handeni DC,0.91 ,0.28 , <0.01
Handeni TC,2.63 ,0.46 , 0.01
Ifakara TC,0.43 ,0.02 , <0.01
Igunga DC,0.12 ,0.02 , <0.01
Ikungi DC,1.68 ,0.59 , <0.01
Ilala MC,0.59 ,0.05 , <0.01
Ileje DC,0.79 ,0.06 , <0.01
Ilemela MC,0.21 ,0.02 , <0.01
Iramba DC,0.67 ,0.20 , <0.01
Iringa DC,2.24 ,0.38 , <0.01
Iringa MC,0.33 ,0.14 , <0.01
Itigi DC,12.83 ,4.94 , 0.03
Itilima DC,1.06 ,0.68 , <0.01
Kahama TC,0.31 ,0.09 , <0.01
Kakonko DC,0.12 ,0.01 , <0.01
Kalambo DC,0.29 ,0.01 , <0.01
Kaliua DC,0.44 ,0.09 , <0.01
Karagwe DC,0.30 ,0.03 , <0.01
Karatu DC,0.31 ,0.02 , <0.01
Kaskazini A,0.47 ,0.07 , <0.01
Kaskazini B,0.05 ,0.02 , <0.01
Kasulu DC,0.04 ,<0.01 , <0.01
Kasulu TC,0.61 ,0.09 , <0.01
Kati,0.25 ,0.03 , <0.01
