States,2019,2019_lower, 2019_upper
Balaka,29 000 ,26 000 , 32 000
Blantyre,43 000 ,39 000 , 48 000
Blantyre City,94 000 ,89 000 , 99 000
Chikwawa,37 000 ,33 000 , 41 000
Chiradzulu,32 000 ,29 000 , 35 000
Chitipa,5700 ,4800 , 6900
Dedza,29 000 ,26 000 , 32 000
Dowa,20 000 ,17 000 , 23 000
Karonga,18 000 ,17 000 , 20 000
Kasungu,26 000 ,23 000 , 29 000
Likoma,<1000 ,<1000 , <1000
Lilongwe,49 000 ,44 000 , 55 000
Lilongwe City,78 000 ,74 000 , 84 000
Machinga,41 000 ,37 000 , 46 000
Mangochi,85 000 ,79 000 , 91 000
Mchinji,24 000 ,22 000 , 27 000
Mulanje,70 000 ,66 000 , 75 000
Mwanza,6700 ,5800 , 7800
Mzimba North,12 000 ,11 000 , 14 000
Mzimba South,23 000 ,20 000 , 26 000
Mzuzu City,19 000 ,17 000 , 22 000
Neno,8400 ,7500 , 9500
Nkhatabay,14 000 ,12 000 , 16 000
Nkhotakota,17 000 ,15 000 , 20 000
Nsanje,24 000 ,21 000 , 26 000
Ntcheu,37 000 ,34 000 , 40 000
Ntchisi,6900 ,5900 , 8000
Phalombe,37 000 ,34 000 , 40 000
Rumphi,9500 ,8300 , 11 000
Salima,19 000 ,17 000 , 22 000
Thyolo,72 000 ,67 000 , 78 000
Zomba,64 000 ,59 000 , 69 000
Zomba City,13 000 ,12 000 , 15 000
National,1 100 000 ,960 000,1 100 000
