States,2019,2019_lower, 2019_upper
Balaka,3.6 ,3.2 , 4.1
Blantyre,5.0 ,4.4 , 5.6
Blantyre City,5.0 ,4.7 , 5.4
Chikwawa,3.5 ,3.1 , 3.9
Chiradzulu,4.4 ,3.9 , 5.0
Chitipa,1.2 ,1.0 , 1.5
Dedza,1.7 ,1.5 , 1.9
Dowa,1.2 ,1.1 , 1.4
Karonga,2.4 ,2.2 , 2.7
Kasungu,1.5 ,1.3 , 1.7
Likoma,2.8 ,2.4 , 3.2
Lilongwe,1.5 ,1.3 , 1.7
Lilongwe City,3.0 ,2.8 , 3.3
Machinga,3.1 ,2.7 , 3.5
Mangochi,4.3 ,4.0 , 4.7
Mchinji,2.0 ,1.8 , 2.3
Mulanje,5.5 ,5.0 , 5.9
Mwanza,2.5 ,2.1 , 3.0
Mzimba North,2.2 ,1.9 , 2.6
Mzimba South,1.8 ,1.5 , 2.0
Mzuzu City,3.6 ,3.2 , 4.2
Neno,3.1 ,2.7 , 3.5
Nkhatabay,2.5 ,2.2 , 2.9
Nkhotakota,2.3 ,2.0 , 2.6
Nsanje,4.5 ,3.9 , 5.1
Ntcheu,2.9 ,2.6 , 3.2
Ntchisi,1.1 ,0.9 , 1.2
Phalombe,4.6 ,4.1 , 5.1
Rumphi,2.1 ,1.8 , 2.4
Salima,2.0 ,1.7 , 2.3
Thyolo,5.4 ,5.0 , 5.9
Zomba,4.6 ,4.2 , 5.0
Zomba City,5.9 ,5.0 , 7.0
National,3.1 ,2.0,4.3
